Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Miller, Eloise",JR-3,11.62m,"38' 1.5""",2014 Midwest Conference T&F Championships,"May 9, 2014",1.8
,"Miller, Eloise",JR-3,11.15m,"36' 7""",NCC Gregory Final Qualifier Track & Field Meet 2014,"May 15, 2014",0.0
,"Miller, Eloise",JR-3,11.06m,"36' 3.5""",NCC Gregory Final Qualifier Track & Field Meet 2014,"May 15, 2014",0.6
,"Miller, Eloise",JR-3,11.03m,"36' 2.25""",Wartburg Outdoor Twilight,"Apr 22, 2014",2.3
,"Miller, Eloise",JR-3,11.02m,"36' 2""",NCC Gregory Final Qualifier Track & Field Meet 2014,"May 15, 2014",-1.9
,"Miller, Eloise",JR-3,10.96m,"35' 11.5""",NCC Gregory Final Qualifier Track & Field Meet 2014,"May 15, 2014",-1.9
,"Miller, Eloise",JR-3,10.96m,"35' 11.5""",Wartburg Outdoor Twilight,"Apr 22, 2014",2.7
,"Miller, Eloise",JR-3,10.93m,"35' 10.5""",NCC Gregory Final Qualifier Track & Field Meet 2014,"May 15, 2014",-1.4
,"Miller, Eloise",JR-3,10.89m,"35' 8.75""",Wartburg Outdoor Twilight,"Apr 22, 2014",2.8
,"Miller, Eloise",JR-3,10.80m,"35' 5.25""",2014 Kip Janvrin Open,"Apr 24, 2014",-2.1
,"Miller, Eloise",JR-3,10.55m,"34' 7.5""",Central College Open,"Apr 16, 2014",5.5
,"Miller, Eloise",JR-3,10.47m,"34' 4.25""",Central College Open,"Apr 16, 2014",6.5
,"Miller, Eloise",JR-3,10.43m,"34' 2.75""",2014 Kip Janvrin Open,"Apr 24, 2014",-3.7
,"Miller, Eloise",JR-3,10.32m,"33' 10.25""",Central College Open,"Apr 16, 2014",4.4
,"Miller, Eloise",JR-3,10.28m,"33' 8.75""",Wartburg Outdoor Twilight,"Apr 22, 2014",0.4
,"Miller, Eloise",JR-3,10.25m,"33' 7.5""",NCC Gregory Final Qualifier Track & Field Meet 2014,"May 15, 2014",-1.6
,"Miller, Eloise",JR-3,10.23m,"33' 6.75""",Wartburg Outdoor Twilight,"Apr 22, 2014",2.4
,"Miller, Eloise",JR-3,10.13m,"33' 3""",2014 Jim Duncan Invitational,"Apr 11, 2014",2.5
,"Miller, Eloise",JR-3,10.06m,"33' 0.25""",2014 Jim Duncan Invitational,"Apr 11, 2014",3.0
,"Miller, Eloise",JR-3,10.04m,"32' 11.25""",Central College Open,"Apr 16, 2014",5.2
