Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",SR-4,37.89m,"124' 4""",2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Neckopulos, Alex",FR-1,34.44m,"113' 0""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Neckopulos, Alex",FR-1,33.14m,"108' 9""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Young, Jordan",SR-4,33.11m,"108' 7""",Cornell College Invitational,"Apr 5, 2014"
,"Neckopulos, Alex",FR-1,32.71m,"107' 4""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Neckopulos, Alex",FR-1,32.27m,"105' 10""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Neckopulos, Alex",FR-1,32.26m,"105' 10""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Young, Jordan",SR-4,32.10m,"105' 4""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Neckopulos, Alex",FR-1,31.91m,"104' 8""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,31.87m,"104' 7""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Young, Jordan",SR-4,31.35m,"102' 10""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Neckopulos, Alex",FR-1,30.68m,"100' 8""",Emory Invitational,"Mar 21, 2014"
,"Neckopulos, Alex",FR-1,30.50m,"100' 1""",Emory Invitational,"Mar 21, 2014"
,"Carlson, Athena",JR-3,30.01m,"98' 5""",Central College Open,"Apr 16, 2014"
,"Young, Jordan",SR-4,29.91m,"98' 1""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Young, Jordan",SR-4,29.75m,"97' 7""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Carlson, Athena",JR-3,29.32m,"96' 2""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Carlson, Athena",JR-3,29.17m,"95' 8""",Central College Open,"Apr 16, 2014"
,"Carlson, Athena",JR-3,28.90m,"94' 10""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Young, Jordan",SR-4,27.93m,"91' 8""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,27.82m,"91' 3""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Young, Jordan",SR-4,27.75m,"91' 0""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Carlson, Athena",JR-3,27.57m,"90' 5""",Central College Open,"Apr 16, 2014"
,"Young, Jordan",SR-4,26.89m,"88' 3""",Cornell College Invitational,"Apr 5, 2014"
,"Neckopulos, Alex",FR-1,25.03m,"82' 1""",2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Carlson, Athena",JR-3,24.60m,"80' 8""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Carlson, Athena",JR-3,23.94m,"78' 6""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Carlson, Athena",JR-3,23.50m,"77' 1""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
