Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",SR-4,35.17m,"115' 5""",Cornell College Invitational,"Apr 5, 2014"
,"Young, Jordan",SR-4,33.20m,"108' 11""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,32.89m,"107' 11""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Young, Jordan",SR-4,31.97m,"104' 11""",Cornell College Invitational,"Apr 5, 2014"
,"Young, Jordan",SR-4,31.46m,"103' 2""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Young, Jordan",SR-4,31.08m,"102' 0""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,30.92m,"101' 5""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,30.50m,"100' 1""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,30.39m,"99' 8""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Young, Jordan",SR-4,30.31m,"99' 5""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Young, Jordan",SR-4,30.10m,"98' 9""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,30.03m,"98' 6""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Young, Jordan",SR-4,29.80m,"97' 9""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Young, Jordan",SR-4,29.56m,"97' 0""",Cornell College Invitational,"Apr 5, 2014"
,"Young, Jordan",SR-4,29.19m,"95' 9""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Young, Jordan",SR-4,28.87m,"94' 9""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Young, Jordan",SR-4,28.84m,"94' 7""",Cornell College Invitational,"Apr 5, 2014"
,"Young, Jordan",SR-4,28.70m,"94' 2""",Cornell College Invitational,"Apr 5, 2014"
,"Young, Jordan",SR-4,28.34m,"93' 0""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Young, Jordan",SR-4,28.24m,"92' 8""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,28.00m,"91' 10""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Young, Jordan",SR-4,27.97m,"91' 9""",Cornell College Invitational,"Apr 5, 2014"
,"Young, Jordan",SR-4,27.19m,"89' 2""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Young, Jordan",SR-4,25.94m,"85' 1""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Young, Jordan",SR-4,23.80m,"78' 1""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Young, Jordan",SR-4,23.79m,"78' 1""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Young, Jordan",SR-4,23.77m,"78' 0""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
