Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Young, Jordan",SR-4,12.00m,"39' 4.5""",2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Young, Jordan",SR-4,11.92m,"39' 1.25""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Young, Jordan",SR-4,11.76m,"38' 7""",Cornell College Invitational,"Apr 5, 2014"
,"Young, Jordan",SR-4,11.67m,"38' 3.5""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,11.62m,"38' 1.5""",Cornell College Invitational,"Apr 5, 2014"
,"Young, Jordan",SR-4,11.56m,"37' 11.25""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,11.55m,"37' 10.75""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Young, Jordan",SR-4,11.52m,"37' 9.5""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,11.51m,"37' 9.25""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Young, Jordan",SR-4,11.51m,"37' 9.25""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Young, Jordan",SR-4,11.42m,"37' 5.75""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Young, Jordan",SR-4,11.38m,"37' 4""",Cornell College Invitational,"Apr 5, 2014"
,"Young, Jordan",SR-4,11.36m,"37' 3.25""",Cornell College Invitational,"Apr 5, 2014"
,"Young, Jordan",SR-4,11.34m,"37' 2.5""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,11.29m,"37' 0.5""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,11.10m,"36' 5""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Young, Jordan",SR-4,11.10m,"36' 5""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Young, Jordan",SR-4,11.08m,"36' 4.25""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,11.06m,"36' 3.5""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Young, Jordan",SR-4,11.05m,"36' 3""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Young, Jordan",SR-4,10.97m,"36' 0""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Young, Jordan",SR-4,10.94m,"35' 10.75""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Neckopulos, Alex",FR-1,10.90m,"35' 9.25""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,10.88m,"35' 8.5""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Young, Jordan",SR-4,10.85m,"35' 7.25""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Young, Jordan",SR-4,10.80m,"35' 5.25""",Cornell College Invitational,"Apr 5, 2014"
,"Neckopulos, Alex",FR-1,10.80m,"35' 5.25""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Young, Jordan",SR-4,10.80m,"35' 5.25""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Young, Jordan",SR-4,10.74m,"35' 3""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Young, Jordan",SR-4,10.73m,"35' 2.5""",Cornell College Invitational,"Apr 5, 2014"
,"Young, Jordan",SR-4,10.65m,"34' 11.25""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Neckopulos, Alex",FR-1,10.58m,"34' 8.5""",Emory Invitational,"Mar 21, 2014"
,"Young, Jordan",SR-4,10.49m,"34' 5""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Neckopulos, Alex",FR-1,10.37m,"34' 0.25""",Emory Invitational,"Mar 21, 2014"
,"Neckopulos, Alex",FR-1,10.26m,"33' 8""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Neckopulos, Alex",FR-1,10.19m,"33' 5.25""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Neckopulos, Alex",FR-1,10.07m,"33' 0.5""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Neckopulos, Alex",FR-1,9.72m,"31' 10.75""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Neckopulos, Alex",FR-1,9.62m,"31' 6.75""",Wartburg Outdoor Twilight,"Apr 22, 2014"
