Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Goldman, Elsa",JR-3,2.90m,"9' 6.25""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Carlson, Athena",JR-3,2.76m,"9' 0.5""",2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Goldman, Elsa",JR-3,2.76m,"9' 0.5""",2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Carlson, Athena",JR-3,2.75m,"9' 0.25""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Carlson, Athena",JR-3,2.75m,"9' 0.25""",Central College Open,"Apr 16, 2014"
,"Carlson, Athena",JR-3,2.60m,"8' 6.25""",Central College Open,"Apr 16, 2014"
,"Carlson, Athena",JR-3,2.51m,"8' 2.75""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Goldman, Elsa",JR-3,2.51m,"8' 2.75""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Carlson, Athena",JR-3,2.50m,"8' 2.5""",Cornell College Invitational,"Apr 5, 2014"
,"Carlson, Athena",JR-3,2.45m,"8' 0.5""",Central College Open,"Apr 16, 2014"
,"McConnell, Samantha",FR-1,2.31m,"7' 7""",2014 Midwest Conference T&F Championships,"May 9, 2014"
,"McConnell, Samantha",FR-1,2.21m,"7' 3""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"McConnell, Samantha",FR-1,2.20m,"7' 2.5""",Cornell College Invitational,"Apr 5, 2014"
,"McConnell, Samantha",FR-1,2.15m,"7' 0.5""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"McConnell, Samantha",FR-1,2.05m,"6' 8.75""",Cornell College Invitational,"Apr 5, 2014"
,"McConnell, Samantha",FR-1,1.90m,"6' 2.75""",Cornell College Invitational,"Apr 5, 2014"
