Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"February 22, 2020 (Saturday)",12:00 PM,Away,Saint Louis College of Pharmacy,"O'Fallon, Ill.",,,Canceled,
"February 29, 2020 (Saturday)",10:15 AM,Neutral,Greenville University,"Bloomington, Ill.",,,"L,0-9",Box ScoreRecap
"February 29, 2020 (Saturday)",1:30 PM,Away,Illinois Wesleyan University,"Bloomington, Ill.",,,"L,0-9",Box ScoreRecap
"March 6, 2020 (Friday)",4:00 PM,Home,Webster University,"Jacksonville, Ill.",,,"L,1-8",Box ScoreRecap
"March 7, 2020 (Saturday)",12:00 PM,Home,Knox College,"Jacksonville, Ill.",,,"L,4-5",Box ScoreRecap
"March 14, 2020 (Saturday)",12:00 PM,Away,Fontbonne University,"St. Louis, Mo.",,,Canceled,
"March 21, 2020 (Saturday)",1:00 PM,Home,Illinois Wesleyan University,"Jacksonville, Ill.",,,Canceled,
"March 28, 2020 (Saturday)",9:00 AM,Home,Ripon College,"Jacksonville, Ill.",,,Canceled,
"March 28, 2020 (Saturday)",3:00 PM,Home,Lawrence University,"Jacksonville, Ill.",,,Canceled,Lawrence Press Release
"March 29, 2020 (Sunday)",9:00 AM,Home,St. Norbert College,"Jacksonville, Ill.",,,Canceled,
"April 4, 2020 (Saturday)",3:00 PM,Away,Lake Forest College,"Lake Forest, Ill.",,,Canceled,
"April 5, 2020 (Sunday)",1:00 PM,Home,Westminster College (MO),"Jacksonville, Ill.",,,Canceled,
"April 10, 2020 (Friday)",11:00 AM,Home,Kaskaskia College,"Jacksonville, Ill.",,,Canceled,
"April 11, 2020 (Saturday)",10:00 AM,Away,Blackburn College,"Carlinville, Ill.",,,Canceled,
"April 18, 2020 (Saturday)",9:00 AM,Away,Cornell College,"Mount Vernon, Iowa",,,Canceled,
"April 18, 2020 (Saturday)",3:00 PM,Away,Grinnell College,"Grinnell, Iowa",,,Canceled,Grinnell Press Release
"April 19, 2020 (Sunday)",10:30 AM,Away,Monmouth College,"Monmouth, Ill.",,,Canceled,
"April 24, 2020 (Friday)",TBA,Neutral,Midwest Conference Championships,"Madison, Wis.",,,Canceled,
