Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 3, 2022 (Saturday)",TBA,Away,University of Wisconsin-Whitewater Warhawk Invite,"Whitewater, WI",,,,"I,-2nd/7 Teams",Box ScoreRecapResults
"September 10, 2022 (Saturday)",TBA,Away,Valparaiso University,"Valparaiso, IN",,,,"L,0-7",Box ScoreRecap
"September 11, 2022 (Sunday)",10:00 a.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"W,7-2",Box ScoreRecap
"September 17, 2022 (Saturday)",9:00 a.m.,Away,Ripon College,"Ripon, WI",,,,"W,9-0",Box ScoreRecap
"September 17, 2022 (Saturday)",1:30 p.m.,Away,Lawrence University,"Appleton, WI",,,,"W,7-2",Box ScoreRecap
"September 23, 2022 (Friday)",TBA,Neutral,ITA Midwest Regional,"St. Peter, MN",,,,"I,-",Box ScoreRecap
"September 23, 2022 (Friday)",TBA,Neutral,Gustavus Fall Invite,"St. Peter, MN",,,,"I,-",Box ScoreRecap
"October 2, 2022 (Sunday)",3:00 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"W,9-0",Box ScoreRecap
"October 8, 2022 (Saturday)",9:00 a.m.,Home,Monmouth College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",Box ScoreRecap
"October 8, 2022 (Saturday)",2:30 p.m.,Home,Illinois College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",Box ScoreRecap
"October 12, 2022 (Wednesday)",TBA,Neutral,ITA Cup,"Rome, GA",,,,"I,-",Box ScoreRecap
"October 14, 2022 (Friday)",9 a.m.,Neutral,Illinois College (Semifinal),"Middleton, WI",,,2022 Midwest Conference Tournament,"W,5-0",Box ScoreRecap
"October 14, 2022 (Friday)",3:10 p.m.,Neutral,Lake Forest College (Championship),"Middleton, Wi",,,2022 Midwest Conference Tournament,"W,5-1",Box ScoreRecap
"October 15, 2022 (Saturday)",TBA,Neutral,Individual Tournament,"Madison, WI",,,2022 Midwest Conference Tournament,"I,-",Box Score
"March 4, 2023 (Saturday)",2 p.m.,Home,Central College,"Grinnell, IA/Field House",,,,"W,8-1",Box ScoreRecap
"March 11, 2023 (Saturday)",4 p.m.,Neutral,University of Wisconsin-Eau Claire,"Rochester, MN",,,,"W,6-3",Box ScoreRecap
"March 25, 2023 (Saturday)",10 a.m.,Away,University of Redlands,"Redlands, CA",,,,"L,1-8",Box ScoreRecap
"March 26, 2023 (Sunday)",2 p.m.,Away,Claremont-Mudd-Scripps Colleges,"Claremont, CA",,,,"L,0-9",Box ScoreRecap
"March 27, 2023 (Monday)",10 a.m.,Neutral,"University of California, Santa Cruz","Thousand Oaks, CA",,,,"W,5-4",Box ScoreRecap
"March 27, 2023 (Monday)",4 p.m.,Away,California Lutheran University,"Thousand Oaks, CA",,,,"L,3-6",Box ScoreRecap
"March 29, 2023 (Wednesday)",1 p.m.,Away,Chapman University,"Orange, CA",,,,"L,1-8",Box ScoreRecap
"April 7, 2023 (Friday)",8 a.m.,Neutral,North Central College,"Madison, WI",,,Midwest Invite,"W,6-3",Box ScoreRecap
"April 7, 2023 (Friday)",1 p.m.,Neutral,University of Chicago,"Madison, WI",,,Midwest Invite,"L,0-9",Box ScoreRecap
"April 8, 2023 (Saturday)",9 a.m.,Neutral,Kenyon College,"Madison, WI",,,Midwest Invite,"L,1-8",Box ScoreRecap
"April 15, 2023 (Saturday)",11 a.m.,Home,Coe College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",Box ScoreRecap
"April 16, 2023 (Sunday)",2 p.m.,Home,Luther College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",Box ScoreRecap
"April 22, 2023 (Saturday)",2 p.m.,Home,Iowa Central CC,"Grinnell, IA/10th Avenue Courts",,,,"W,8-1",Box ScoreRecap
"May 4, 2023 (Thursday)",3 p.m.,Neutral,Luther College (Regional Quarterfinal),"Chicago, IL",,,2023 NCAA Division III Women's Tournament,"W,5-1",Box ScoreRecap
"May 5, 2023 (Friday)",2 p.m.,Away,University of Chicago (Regional Semifinal),"Chicago, IL",,,2023 NCAA Division III Women's Tournament,"L,0-5",Box ScoreRecap
"May 14, 2023 (Sunday)",TBA,Neutral,Singles and Doubles Tournament,"Orlando, FL (USTA Campus)",,,2023 NCAA Division III Women's Individual Tournament,"I,-",Box ScoreRecap
