Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 4, 2018 (Sunday)",1:30 PM (EST),Neutral,Aurora University,"Kissimmee, Fla.",,,Diamond 9 Sunkissed Games,"L,1-9(6 innings)",Box ScoreRecap
"March 4, 2018 (Sunday)",3:45 PM (EST),Neutral,Defiance College,"Kissimmee, Fla.",,,Diamond 9 Sunkissed Games,"L,16-19(8 innings)",Box ScoreRecap
"March 5, 2018 (Monday)",3:45 PM (EST),Neutral,Lebanon Valley College,"Kissimmee, Fla.",,,Diamond 9 Sunkissed Games,"L,3-4(8 innings)",Box ScoreRecap
"March 5, 2018 (Monday)",6:00 PM (EST),Neutral,Westminster College (PA),"Kissimmee, Fla.",,,Diamond 9 Sunkissed Games,"W,5-1",Box ScoreRecap
"March 6, 2018 (Tuesday)",1:30 PM (EST),Neutral,Meredith College,"Kissimmee, Fla.",,,Diamond 9 Sunkissed Games,"W,5-3",Box ScoreRecap
"March 6, 2018 (Tuesday)",3:45 PM (EST),Neutral,Thiel College,"Kissimmee, Fla.",,,Diamond 9 Sunkissed Games,"W,5-3",Box ScoreRecap
"March 8, 2018 (Thursday)",9:00 AM (EST),Neutral,Ohio Northern University,"Kissimmee, Fla.",,,Diamond 9 Sunkissed Games,"L,2-3",Box ScoreRecap
"March 8, 2018 (Thursday)",1:30 PM (EST),Neutral,Widener University,"Kissimmee, Fla.",,,Diamond 9 Sunkissed Games,"W,4-1",Box ScoreRecap
"March 9, 2018 (Friday)",9:00 AM (EST),Neutral,Montclair State University,"Kissimmee, Fla.",,,Diamond 9 Sunkissed Games,"W,11-6",Box ScoreRecap
"March 9, 2018 (Friday)",11:15 AM (EST),Neutral,Rowan University,"Kissimmee, Fla.",,,Diamond 9 Sunkissed Games,"L,6-7",Box ScoreRecap
"March 16, 2018 (Friday)",2:30 PM (EDT),Neutral,Illinois Wesleyan University,"Westfield, Ind.",,,,"L,1-7",Box ScoreRecap
"March 16, 2018 (Friday)",5:00 PM (EDT),Away,DePauw University,"Westfield, Ind.",,,,"W,9-4",Box ScoreRecap
"March 17, 2018 (Saturday)",12:00 PM (EDT),Neutral,Trine University,"Westfield, Ind.",,,,Canceled,Recap
"March 17, 2018 (Saturday)",2:30 PM (EDT),Neutral,Washington University in St. Louis,"Westfield, Ind.",,,,Canceled,Recap
