Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 20, 2024 (Tuesday)",7:00 pm,Home,University of St. Francis (Ill.),"Monmouth, Ill./Glennie Gymnasium",,,,,History
"August 30, 2024 (Friday)",3pm ET/2pm CT,Neutral,Bluffton University,"Sandusky, OH",,,Battle at the Point,"W,3-1",Box ScoreRecap
"August 30, 2024 (Friday)",7pm ET/6pm CT,Neutral,Waynesburg University,"Sandusky, OH",,,Battle at the Point,"W,3-0",Box ScoreRecap
"August 31, 2024 (Saturday)",10am ET/9am CT,Neutral,Heidelberg University,"Sandusky, OH",,,Battle at the Point,"L,0-3",Box ScoreRecap
"August 31, 2024 (Saturday)",2pm ET/1pm CT,Neutral,Penn State Behrend,"Sandusky, OH",,,Battle at the Point,"W,3-0",Box ScoreRecap
"September 6, 2024 (Friday)",6:00 pm,Away,Wisconsin Lutheran College,"Milwaukee, WI",,,Quad at Wisconsin Lutheran,"L,0-3",Box ScoreRecap
"September 7, 2024 (Saturday)",10:00 am,Neutral,University of Dubuque,"Milwaukee, WI",,,Quad at Wisconsin Lutheran,"L,2-3",Box ScoreRecap
"September 7, 2024 (Saturday)",12:00 pm,Neutral,Wheaton College (Ill.),"Milwaukee, WI",,,Quad at Wisconsin Lutheran,"L,0-3",Box ScoreRecap
"September 13, 2024 (Friday)",5:00 p.m.,Home,Westminster College (MO),"Monmouth, Ill./Glennie Gymnasium",,,Monmouth College Invitational,"W,3-1",Box ScoreRecap
"September 14, 2024 (Saturday)",12:00 p.m.,Home,Milwaukee School of Engineering,"Monmouth, Ill./Glennie Gymnasium",,,Monmouth College Invitational,"W,3-0",Box Score
"September 14, 2024 (Saturday)",6:00 p.m.,Home,Knox College,"Monmouth, Ill./Glennie Gymnasium",,,Monmouth College Invitational,"W,3-0",Box Score
"September 20, 2024 (Friday)",3:00 pm,Neutral,Macalester College,"Lacrosse, WI",,,UW-Lacrosse Invitational,"W,3-1",Box ScoreRecap
"September 20, 2024 (Friday)",5:00 pm,Away,University of Wisconsin-La Crosse,"La Crosse, WI",,,UW-Lacrosse Invitational,"L,2-3",Box ScoreRecap
"September 21, 2024 (Saturday)",11:00 am,Neutral,Nebraska Wesleyan University,"Lacrosse, WI",,,UW-Lacrosse Invitational,"L,2-3",Box ScoreRecap
"September 21, 2024 (Saturday)",3:00 pm,Neutral,Luther College,"Lacrosse, WI",,,UW-Lacrosse Invitational,"W,3-2",Box ScoreRecap
"September 26, 2024 (Thursday)",7:00 pm,Away,Eureka College,"Eureka, IL",,,,"W,3-1",Box ScoreRecap
"September 28, 2024 (Saturday)",11:00 am (ET)/10:00 am (CT),Away,Rose-Hulman,"Terre Haute, IN",,,,"W,3-1",Box ScoreRecap
"September 28, 2024 (Saturday)",1:00 pm (ET)/Noon (CT),Neutral,Anderson University (IN),"Terre Haute, IN",,,,"L,2-3",Box ScoreRecap
"October 1, 2024 (Tuesday)",7:00 pm,Away,Augustana College (IL),"Rock Island, IL",MC 22,,,"L,1-3",Box ScoreRecap
"October 4, 2024 (Friday)",7:00 pm,Away,Ripon College,"Ripon, WI",,,,"W,3-0",Box ScoreRecap
"October 5, 2024 (Saturday)",1:00 pm,Away,Lake Forest College,"Lake Forest, IL",,,,"W,3-1",Box ScoreRecap
"October 11, 2024 (Friday)",7:00 p.m.,Home,Illinois College,"Monmouth, Ill./Glennie Gymnasium",,,,"W,3-1",Box ScoreRecap
"October 16, 2024 (Wednesday)",7:00 p.m.,Home,Eureka College,"Monmouth, Ill./Glennie Gymnasium",,,,"W,3-0",Box ScoreRecap
"October 18, 2024 (Friday)",7:00 p.m.,Home,Cornell College,"Monmouth, Ill./Glennie Gymnasium",,,,"L,1-3",Box ScoreRecap
"October 19, 2024 (Saturday)",1:00 p.m.,Home,Beloit College,"Monmouth, Ill./Glennie Gymnasium",,,,"W,3-0",Box ScoreRecap
"October 22, 2024 (Tuesday)",7:00 pm,Away,Rockford University,"Rockford, IL",,,,"W,3-0",Box ScoreRecap
"October 26, 2024 (Saturday)",1:00 p.m.,Home,Lawrence University,"Monmouth, Ill./Glennie Gymnasium",,,,"W,3-0",Box ScoreRecap
"October 30, 2024 (Wednesday)",7:00 pm,Away,Knox College,"Galesburg, IL",,,,"W,3-0",Box ScoreRecap
"November 5, 2024 (Tuesday)",6:30 pm,Away,Webster University,"St. Louis, MO",,,,"W,3-1",Box ScoreRecap
"November 9, 2024 (Saturday)",1:00 pm,Away,Grinnell College,"Grinnell, IA",,,,"L,2-3",Box ScoreRecap
"November 15, 2024 (Friday)",4:30 pm,Neutral,Grinnell College,"Mount Vernon, IA",,,Midwest Conference Championships,"L,1-3",Box ScoreRecapGame Notes - MWC Tournament
