Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Staker, Sadie",FR-1,17.1,Midwest Conference Outdoor Championships (South Division),"May 14, 2021",0.6
,"Eure, Maria",SR-4,18.38,Midwest Conference Outdoor Championships (South Division),"May 14, 2021",0.6
,"Soderberg, Midori",SR-4,18.59,Midwest Conference Outdoor Championships (South Division),"May 14, 2021",0.6
,"Olowu, Paige",JR-3,19.6,Midwest Conference Outdoor Championships (South Division),"May 14, 2021",0.6
