Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"December 7, 1967 (Thursday)",,Away,Illinois Tech,"Chicago, IL",,,"L,71-75",
"December 29, 1967 (Friday)",,Neutral,Chicago,"Colorado Springs, CO",,,"L,63-75",
"December 30, 1967 (Saturday)",,Away,Colorado College,"Colorado Springs, CO",,,"W,82-80",
"January 7, 1969 (Tuesday)",,Away,Monmouth,"Monmouth, IL",,,"L,79-98",
"January 10, 1969 (Friday)",,Home,Beloit,"Grinnell, IA",,,"L,61-66",
"January 11, 1969 (Saturday)",,Home,Coe,"Grinnell, IA",,,"L,69-77",
"January 17, 1969 (Friday)",,Away,St. Olaf,"Northfield, MN",,,"L,61-94",
"January 18, 1969 (Saturday)",,Away,Carleton,"Northfield, MN",,,"L,66-76",
"January 21, 1969 (Tuesday)",,Away,Cornell,"Mount Vernon, IA",,,"L,59-61",
"January 28, 1969 (Tuesday)",,Home,Knox,"Grinnell, IA",,,"L,53-54",
"January 31, 1969 (Friday)",,Home,Cornell,"Grinnell, IA",,,"L,79-90",
"February 1, 1969 (Saturday)",,Home,Eckerd College,"Grinnell, IA",,,"W,94-88",
"February 7, 1969 (Friday)",,Home,St. Olaf,"Grinnell, IA",,,"L,62-76",
"February 8, 1969 (Saturday)",,Home,Carleton,"Grinnell, IA",,,"W,75-64",
"February 11, 1969 (Tuesday)",,Home,Monmouth,"Grinnell, IA",,,"L,74-84",
"February 14, 1969 (Friday)",,Away,Ripon,"Ripon, WI",,,"L,65-68",
"February 15, 1969 (Saturday)",,Away,Lawrence,"Appleton, WI",,,"L,53-63",
"February 21, 1969 (Friday)",,Away,Beloit,"Beloit, WI",,,"L,55-68",
"February 22, 1969 (Saturday)",,Away,Coe,"Cedar Rapids, IA",,,"W,73-71(OT)",
"February 28, 1969 (Friday)",,Home,Ripon,"Grinnell, IA",,,"L,68-70(OT)",
"March 1, 1969 (Saturday)",,Home,Lawrence,"Grinnell, IA",,,"W,71-61",
"March 8, 1969 (Saturday)",,Away,Knox,"Galesburg, IL",,,"L,68-84",
