Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Dykstra, Murphy",FR-1,12.85m,"42' 2""",2024 Kip Janvrin Open,"Apr 25, 2024",0.8
,"Dykstra, Murphy",FR-1,12.83m,"42' 1.25""",Monmouth College Fighting Scots Invite,"May 4, 2024",0.5
,"Oliveira, Casey",FR-1,12.81m,"42' 0.5""",Midwest Conference Outdoor Championships,"May 10, 2024",0.1
,"Dykstra, Murphy",FR-1,12.67m,"41' 7""",Monmouth College Fighting Scots Invite,"May 4, 2024",0.6
,"Dykstra, Murphy",FR-1,12.63m,"41' 5.25""",2024 Kip Janvrin Open,"Apr 25, 2024",-0.2
,"Oliveira, Casey",FR-1,12.56m,"41' 2.5""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024",1.8
,"Oliveira, Casey",FR-1,12.48m,"40' 11.5""",Monmouth College Fighting Scots Invite,"May 4, 2024",-2.3
,"Oliveira, Casey",FR-1,12.36m,"40' 6.75""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024",1.7
,"Dykstra, Murphy",FR-1,12.33m,"40' 5.5""",Midwest Conference Outdoor Championships,"May 10, 2024",0.3
,"Dykstra, Murphy",FR-1,12.00m,"39' 4.5""",Cornell Invitational,"Apr 6, 2024",-0.5
,"Dykstra, Murphy",FR-1,11.85m,"38' 10.5""",Cornell Invitational,"Apr 6, 2024",-0.3
,"Dykstra, Murphy",FR-1,11.77m,"38' 7.5""",Cornell Invitational,"Apr 6, 2024",-3.3
,"Oliveira, Casey",FR-1,11.69m,"38' 4.25""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024",1.9
,"Dykstra, Murphy",FR-1,11.44m,"37' 6.5""",Cornell Invitational,"Apr 6, 2024",-1.9
