Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Chu, Travis",JR-3,12.65m,"41' 6""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Chu, Travis",JR-3,12.32m,"40' 5""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Chu, Travis",JR-3,12.25m,"40' 2.25""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Chu, Travis",JR-3,12.10m,"39' 8.5""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Chu, Travis",JR-3,12.03m,"39' 5.75""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Chu, Travis",JR-3,12.00m,"39' 4.5""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Chu, Travis",JR-3,11.92m,"39' 1.25""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,11.80m,"38' 8.75""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Bean, Garret",JR-3,11.76m,"38' 7""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Clawson, Ian",SO-2,11.73m,"38' 6""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Chu, Travis",JR-3,11.72m,"38' 5.5""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,11.69m,"38' 4.25""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Chu, Travis",JR-3,11.69m,"38' 4.25""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Clawson, Ian",SO-2,11.62m,"38' 1.5""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Clawson, Ian",SO-2,11.60m,"38' 0.75""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,11.59m,"38' 0.25""",Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Clawson, Ian",SO-2,11.54m,"37' 10.5""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Chu, Travis",JR-3,11.48m,"37' 8""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,11.46m,"37' 7.25""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,11.43m,"37' 6""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,11.41m,"37' 5.25""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Bean, Garret",JR-3,11.40m,"37' 5""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Chu, Travis",JR-3,11.36m,"37' 3.25""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Clawson, Ian",SO-2,11.36m,"37' 3.25""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Bean, Garret",JR-3,11.21m,"36' 9.5""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Bean, Garret",JR-3,11.21m,"36' 9.5""",Cornell Invitational,"Apr 6, 2024"
,"Clawson, Ian",SO-2,11.20m,"36' 9""",Central College Dutch Invitational 2024,"Mar 28, 2024"
,"Chu, Travis",JR-3,11.20m,"36' 9""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Clawson, Ian",SO-2,11.20m,"36' 9""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Chu, Travis",JR-3,11.17m,"36' 7.75""",Central College Dutch Invitational 2024,"Mar 28, 2024"
,"Chu, Travis",JR-3,11.16m,"36' 7.5""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Clawson, Ian",SO-2,11.07m,"36' 4""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Bean, Garret",JR-3,11.03m,"36' 2.25""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Bean, Garret",JR-3,10.97m,"36' 0""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Bean, Garret",JR-3,10.95m,"35' 11.25""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Chu, Travis",JR-3,10.95m,"35' 11.25""",Central College Dutch Invitational 2024,"Mar 28, 2024"
,"Chu, Travis",JR-3,10.91m,"35' 9.5""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Bean, Garret",JR-3,10.86m,"35' 7.75""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Bean, Garret",JR-3,10.86m,"35' 7.75""",Cornell Invitational,"Apr 6, 2024"
,"Bean, Garret",JR-3,10.82m,"35' 6""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Clawson, Ian",SO-2,10.78m,"35' 4.5""",Central College Dutch Invitational 2024,"Mar 28, 2024"
,"Chu, Travis",JR-3,10.72m,"35' 2""",Cornell Invitational,"Apr 6, 2024"
,"Bean, Garret",JR-3,10.66m,"34' 11.75""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Bean, Garret",JR-3,10.65m,"34' 11.25""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Bean, Garret",JR-3,10.64m,"34' 11""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,10.63m,"34' 10.5""",Cornell Invitational,"Apr 6, 2024"
,"Bean, Garret",JR-3,10.59m,"34' 9""",Cornell Invitational,"Apr 6, 2024"
,"Clawson, Ian",SO-2,10.55m,"34' 7.5""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Clawson, Ian",SO-2,10.47m,"34' 4.25""",2024 Kip Janvrin Open,"Apr 25, 2024"
,"Clawson, Ian",SO-2,10.41m,"34' 2""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Bean, Garret",JR-3,10.41m,"34' 2""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Bean, Garret",JR-3,10.35m,"33' 11.5""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Chu, Travis",JR-3,10.29m,"33' 9.25""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Chu, Travis",JR-3,10.26m,"33' 8""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Bean, Garret",JR-3,10.25m,"33' 7.5""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,10.23m,"33' 6.75""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Chu, Travis",JR-3,10.21m,"33' 6""",Cornell Invitational,"Apr 6, 2024"
,"Chu, Travis",JR-3,10.17m,"33' 4.5""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Bean, Garret",JR-3,10.17m,"33' 4.5""",Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Clawson, Ian",SO-2,10.15m,"33' 3.75""",Cornell Invitational,"Apr 6, 2024"
,"Chu, Travis",JR-3,10.15m,"33' 3.75""",Central College Dutch Invitational 2024,"Mar 28, 2024"
,"Chu, Travis",JR-3,10.00m,"32' 9.75""",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
