Unnamed: 0,Time,Athletes,Meet,Meet Date
,1:33.58,"Shults, Scott, Braun, Henderson",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,1:34.47,"Shults, Scott, Braun, Henderson",Wartburg Indoor Invite,"Feb 18, 2017"
,1:35.72,"Shults, Scott, Braun, Henderson",2017 Grinnell Indoor Invitational,"Feb 4, 2017"
