Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Ogasawara, Ibuki",,4.26m,"13' 11.75""",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Ogasawara, Ibuki",,4.16m,"13' 7.75""",Wartburg Indoor Invite,"Feb 18, 2017"
,"Ogasawara, Ibuki",,4.11m,"13' 5.75""",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Ogasawara, Ibuki",JR-3,4.10m,"13' 5.25""",2017 Hilltop Invitational,"Jan 28, 2017"
,"Ogasawara, Ibuki",,4.00m,"13' 1.5""",2017 Darren Young Classic,"Feb 11, 2017"
,"Ogasawara, Ibuki",,3.96m,"12' 11.75""",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Ogasawara, Ibuki",JR-3,3.95m,"12' 11.5""",2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"Ogasawara, Ibuki",JR-3,3.95m,"12' 11.5""",2017 Hilltop Invitational,"Jan 28, 2017"
,"Ogasawara, Ibuki",,3.86m,"12' 8""",Wartburg Indoor Invite,"Feb 18, 2017"
,"Ogasawara, Ibuki",,3.85m,"12' 7.5""",2017 Darren Young Classic,"Feb 11, 2017"
,"Ogasawara, Ibuki",JR-3,3.80m,"12' 5.5""",2017 Hilltop Invitational,"Jan 28, 2017"
,"Ogasawara, Ibuki",JR-3,3.80m,"12' 5.5""",2017 Grinnell Indoor Invitational,"Feb 4, 2017"
