Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:32.97,"Braun, Shults, Henderson, O'Reilly",Wartburg Indoor Invite,"Feb 18, 2017"
,3:34.06,"Shults, Braun, Crail, Ogasawara",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,3:40.27,"Shults, O'Reilly, Braun, Henderson",2017 Darren Young Classic,"Feb 11, 2017"
,3:56.75,"Gallagher, Miller, Huelskampp, Ampim-Darko",Wartburg Indoor Invite,"Feb 18, 2017"
,4:07.05,"Brunet, Hansen, Gilmour, Healey",2017 Darren Young Classic,"Feb 11, 2017"
