Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Page, James",,12.46m,"40' 10.5""",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Page, James",SO-2,12.36m,"40' 6.75""",2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"Page, James",,12.25m,"40' 2.25""",2017 Darren Young Classic,"Feb 11, 2017"
,"Page, James",,12.08m,"39' 7.75""",Midwest Indoor Track & Field Championships,"Feb 24, 2017"
,"Page, James",,11.68m,"38' 4""",Wartburg Indoor Invite,"Feb 18, 2017"
,"Page, James",SO-2,11.55m,"37' 10.75""",2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"Page, James",SO-2,11.53m,"37' 10""",2017 Hilltop Invitational,"Jan 28, 2017"
,"Page, James",SO-2,11.45m,"37' 6.75""",2017 Hilltop Invitational,"Jan 28, 2017"
,"Page, James",SO-2,10.88m,"35' 8.5""",2017 Grinnell Indoor Invitational,"Feb 4, 2017"
,"Page, James",SO-2,10.87m,"35' 8""",2017 Hilltop Invitational,"Jan 28, 2017"
,"Page, James",SO-2,10.62m,"34' 10.25""",2017 Hilltop Invitational,"Jan 28, 2017"
,"Page, James",,10.52m,"34' 6.25""",2017 Darren Young Classic,"Feb 11, 2017"
,"Page, James",,10.09m,"33' 1.25""",2017 Darren Young Classic,"Feb 11, 2017"
