#,Player,ERA,WHIP,W-L,APP-GS,CG,SHO,SV,IP,H,R,ER,BB,SO,2B,3B,HR,AB,B/AVG,WP,HBP,BK,SFA,SHA,Bio Link
2.0,"Anderson, Melissa 2 Anderson, Melissa",5.04,1.98,4-4,10-9,5,1-0,0,50.0,83,48,36,16,24,12,4,2,233,0.356,5,5,0,1,4,View Bio
17.0,"Remus, Maggie 17 Remus, Maggie",8.43,2.57,1-6,11-6,4,0-0,0,42.1,91,65,51,17,12,16,5,2,221,0.412,4,0,0,3,2,View Bio
11.0,"Gibson, Megan 11Gibson, Megan",9.45,2.26,0-1,3-1,0,0-0,0,6.2,11,11,9,3,0,2,2,1,31,0.355,0,1,0,1,1,View Bio
,Totals,6.79,2.23,5-11,24-16,9,1,0,99.0,185,124,96,36,36,30,11,5,485,0.381,9,6,0,5,7,
,Opponents,3.15,1.59,11-5,27-16,7,3,0,102.1,132,79,46,30,41,13,6,5,442,0.299,12,5,0,5,13,
