Statistic,High,Player,Opponent
PUTOUTS,14,Maggie Remus,Westminster College (4/2/2015)
ASSISTS,6,Melissa Anderson; Jordan Matosky,Lawrence University (4/10/2015); Beloit College (4/10/2015)
ERRORS,3,Jordan Matosky; Maggie Remus,Augsburg College (3/18/2015); Mount Mercy Univ. (4/4/2015); St. Norberet College (4/12/2015)
PASSED BALLS,2,Lydia Stariha; Kayla Morrissey,Monmouth College (4/26/2015); MacMurray College (3/25/2015); AIB College of Bus. (3/28/2015)
DPS TURNED,1,Melissa Anderson; Lydia Stariha; Sage Juveland; Maggie Remus,Augsburg College (3/18/2015); Mount Mercy Univ. (4/4/2015); Cornell College (4/15/2015); Monmouth College (4/26/2015); Augsburg College (3/18/2015)
