Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG
3/17/2015,at,Redlands,L,3-12,18,3,5,3,1,0,0,4,0,2,0,1,1,1,0,4,12,8,2,0.278
3/17/2015,at,Redlands,L,5-11,31,5,7,5,0,0,0,2,0,1,0,1,0,1,0,2,18,5,5,0.226
3/18/2015,vs,Augsburg College,L,2-11,20,2,8,2,1,0,0,2,0,0,1,1,1,0,0,1,15,10,3,0.4
3/18/2015,vs,Augsburg College,L,4-7,28,4,9,3,3,0,1,1,0,2,1,0,0,1,0,1,18,8,0,0.321
3/20/2015,at,Pomona-Pitzer,L,1-10,14,1,1,1,0,0,0,0,0,0,0,0,1,1,0,9,12,6,0,0.071
3/21/2015,vs,Hamline University,L,1-9,18,1,4,1,0,0,0,2,0,0,0,0,1,0,0,5,15,6,1,0.222
3/21/2015,vs,Hamline University,L,5-8,25,5,6,5,0,0,0,1,0,0,0,0,2,0,1,1,18,6,1,0.24
3/25/2015,at,MacMurray College,L,2-8,26,2,6,2,0,0,2,1,0,0,0,0,1,0,0,10,18,8,0,0.231
3/26/2015,at,Greenville,L,8-9,34,8,14,8,5,0,1,0,0,0,0,0,2,0,0,4,19,9,3,0.412
3/26/2015,at,Greenville,L,5-10,35,5,10,4,1,1,0,1,0,0,0,0,1,0,0,3,18,12,0,0.286
3/28/2015,at,AIB College of Bus.,L,5-13,21,5,5,5,2,0,0,2,0,0,0,0,0,0,0,3,12,5,6,0.238
3/28/2015,at,AIB College of Bus.,L,7-8,33,7,10,7,0,0,0,3,0,0,0,0,0,0,0,0,18,7,2,0.303
4/2/2015,,Westminster College,L,5-9,33,5,15,5,2,2,0,0,0,2,0,0,1,0,0,2,21,14,1,0.455
4/2/2015,,Westminster College,L,8-10,34,8,13,7,5,0,0,1,0,0,0,0,0,0,0,6,21,5,4,0.382
4/4/2015,,Mount Mercy Univ.,L,4-10,32,4,9,2,2,1,0,3,0,0,0,0,0,0,1,2,21,13,4,0.281
4/4/2015,,Mount Mercy Univ.,L,1-8,32,1,11,1,2,1,0,1,0,2,1,0,0,0,0,1,21,8,3,0.344
4/10/2015,vs,Beloit College,L,10-13,35,10,12,8,2,0,1,1,0,1,1,0,1,1,1,2,18,12,3,0.343
4/10/2015,vs,Lawrence University,L,4-17,29,4,9,4,2,0,0,1,0,0,0,0,1,1,0,2,21,12,1,0.31
4/11/2015,vs,Ripon College,W,10-0,26,10,13,9,1,2,2,3,0,0,0,0,1,0,0,3,15,8,0,0.5
4/12/2015,vs,St. Norberet College,W,13-9,35,13,14,13,2,1,1,6,0,0,0,1,0,0,0,1,21,10,5,0.4
4/12/2015,vs,Carroll University,L,3-13,20,3,4,3,0,1,0,0,0,2,0,0,0,0,0,1,15,5,2,0.2
4/15/2015,,Cornell College,L,1-16,24,1,7,0,0,1,0,1,0,0,0,0,1,0,0,2,18,6,6,0.292
4/15/2015,,Cornell College,L,0-11,22,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,15,8,0,0.364
4/18/2015,at,Knox College,W,15-5,31,15,14,13,2,0,1,3,0,1,0,1,1,0,0,0,15,7,2,0.452
4/18/2015,at,Knox College,L,1-2,26,1,2,0,0,0,0,4,0,0,0,0,0,0,0,1,18,11,0,0.077
4/19/2015,at,Illinois College,W,5-4,26,5,7,4,0,0,0,2,0,1,0,0,5,1,0,3,21,6,0,0.269
4/19/2015,at,Illinois College,W,6-1,26,6,7,5,2,1,0,4,0,1,0,1,0,1,0,2,18,3,0,0.269
4/21/2015,,Iowa Wesleyan,W,3-2,23,3,5,3,1,0,1,0,0,0,0,2,0,0,0,2,21,13,1,0.217
4/21/2015,,Iowa Wesleyan,L,6-10,27,6,9,5,1,0,3,0,0,1,0,1,3,0,0,7,21,11,1,0.333
4/25/2015,,Lake Forest College,L,0-2,28,0,7,0,1,0,0,0,0,0,0,1,0,0,0,6,21,8,1,0.25
4/25/2015,,Lake Forest College,L,1-6,26,1,5,0,1,0,0,0,0,0,0,0,1,0,0,5,21,6,1,0.192
4/26/2015,,Monmouth College,L,0-2,28,0,7,0,0,0,0,1,0,3,0,0,0,0,0,6,21,10,0,0.25
4/26/2015,,Monmouth College,L,5-12,29,5,9,3,0,0,0,2,0,1,1,0,1,0,1,5,21,12,2,0.31
4/28/2015,at,Buena Vista,L,1-10,17,1,5,1,2,0,0,1,0,0,0,0,1,0,0,3,12,4,3,0.294
4/28/2015,at,Buena Vista,L,2-10,17,2,4,1,2,0,0,2,0,0,1,1,0,0,0,4,14,2,3,0.235
Total,,,,152-298,929,152,281,133,43,11,13,55,0,21,6,11,28,8,4,109,624,284,66,
