Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 7, 2024 (Saturday)",1 p.m.,Home,Rockford University,"Beloit, Wis./Strong Stadium",,,Battle of the Rock River,"L,17-43",Box ScoreRecap
"September 14, 2024 (Saturday)",6 p.m.,Home,Knox College,"Beloit, Wis./Strong Stadium",,,Homecoming,"L,13-17",Box ScoreRecapGallery
"September 21, 2024 (Saturday)",1 p.m.,Away,Grinnell College,"Grinnell, IA/ Rosenbloom Field",,,,"W,16-7",Box ScoreRecap
"October 5, 2024 (Saturday)",1 p.m.,Away,University of Chicago,"Chicago, IL/ Stagg Field Athletic Complex",,,,"L,3-23",Box ScoreRecap
"October 12, 2024 (Saturday)",1 p.m.,Home,Cornell College,"Beloit, Wis./Strong Stadium",,,,"L,0-28",Box ScoreRecap
"October 19, 2024 (Saturday)",1 p.m.,Home,Lawrence University,"Beloit, Wis./Strong Stadium",,,Staff Appreciation,"L,10-24",Box ScoreRecap
"October 26, 2024 (Saturday)",1 p.m.,Away,Monmouth College,"Monmouth, IL/ April Zorn Memorial Stadium",,,,"L,3-55",Box ScoreRecap
"November 2, 2024 (Saturday)",1 p.m.,Home,Lake Forest College,"Beloit, Wis./Strong Stadium",,,Senior Day,"L,17-62",Box ScoreRecap
"November 9, 2024 (Saturday)",1 p.m.,Away,Ripon College,"Ripon, WI/ Hopp Stadium",,,,"L,7-16",Box ScoreRecap
"November 16, 2024 (Saturday)",12 p.m.,Away,Illinois College,"Jacksonville, IL/ England Stadium",,,,"L,14-96",Box ScoreRecap
