Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:35.51,"Herrman, Warnock, DeLong, Krauth",Darren Young Classic,"Feb 11, 2011"
,3:36.85,"Herrman, Ragan, Krauth, DeLong",MidWest Conference Championship,"Feb 25, 2011"
,3:45.34 h,,Hilltop Invitational,"Feb 5, 2011"
,3:45.63,,UNI Dome Open,"Feb 18, 2011"
,3:46.73,"Banks, Ragan, Tylinski, Singh",Darren Young Classic,"Feb 11, 2011"
