Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 12, 1998 (Saturday)",,Home,Principia,"Grinnell, IA",,,"W,66-0",
"September 19, 1998 (Saturday)",,Home,Beloit,"Grinnell, IA",,,"W,37-14",
"September 26, 1998 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"W,39-31",
"October 3, 1998 (Saturday)",,Home,Carroll,"Grinnell, IA",,,"W,27-21",
"October 10, 1998 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"W,54-16",
"October 17, 1998 (Saturday)",,Home,Ripon,"Grinnell, IA",,,"W,47-3",
"October 24, 1998 (Saturday)",,Away,St. Norbert,"De Pere, WI",,,"W,40-28",
"October 31, 1998 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,56-28",
"November 7, 1998 (Saturday)",,Away,Monmouth,"Monmouth, IL",,,"W,37-27",
"November 14, 1998 (Saturday)",,Away,Lawrence,"Appleton, WI",,,"W,44-28",
