""
IMAGE,NAME,YR.,HOMETOWN / HIGH SCHOOL
,Sydney Banach,Sr.,"Mechanicsburg, Pa. / Cumberland Valley"
,Milica Cvrkota,Fr.,"Vrsac, Serbia / XII Belgrade"
,Brenda Guan,So.,"Ankeny, Iowa / Centennial"
,Lily Hamilton,Jr.,"Grinnell, Iowa / Grinnell"
,Shannon Hautzinger,Sr.,"Grand Junction, Colo. / Fruita Monument"
,Ali Hickey,Fr.,"Weston, Mass. / Rivers School"
,Anushka Joshi,Sr.,"Kathmandu, Lalitpur, Nepal / British School"
,Abby Nielsen,Fr.,"Albuquerque, N.M. / Albuquerque"
