Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2023 (Friday)",4:00 pm,Home,Maranatha Baptist  University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,10-2",Box ScoreRecap
"September 3, 2023 (Sunday)",5:00 pm,Away,Millikin University,"Decatur, IL",,,"L,0-8",Box ScoreRecap
"September 6, 2023 (Wednesday)",6:00 pm,Away,Benedictine University,"Lisle, IL",,,"T,2-2",Box ScoreRecap
"September 8, 2023 (Friday)",7:00 pm,Away,Rockford University,"Rockford, IL",,,"W,4-0",Box ScoreRecap
"September 9, 2023 (Saturday)",3:30 pm,Away,Edgewood College,"Madison, WI",,,"L,2-4",Box Score
"September 13, 2023 (Wednesday)",4:30 pm,Home,University of Dubuque,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,2-6",Box ScoreRecap
"September 16, 2023 (Saturday)",11:00 am,Home,Augustana College (IL),"Monmouth, Ill./Peacock Memorial Athletic Park",,,"T,2-2",Box ScoreRecap
"September 22, 2023 (Friday)",6:00 pm,Away,Lawrence University,"Appleton, WI",,,"L,0-2",Box ScoreRecap
"September 27, 2023 (Wednesday)",4:30 pm,Home,Coe College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,1-3",Box ScoreRecap
"September 30, 2023 (Saturday)",11:00 am,Home,Beloit College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"T,1-1",Box ScoreRecap
"October 4, 2023 (Wednesday)",4:00 pm,Home,Cornell College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,4-0",Box ScoreRecap
"October 10, 2023 (Tuesday)",4:30 pm,Away,Illinois College,"Jacksonville, IL",,,"L,1-2",Box ScoreRecap
"October 14, 2023 (Saturday)",11:00 am,Home,Lake Forest College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,3-6",Box Score
"October 18, 2023 (Wednesday)",4:00 pm,Home,Knox College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,3-0",Box Score
"October 21, 2023 (Saturday)",9:00 am,Away,Ripon College,"Ripon, WI",,,"W,3-0",Box ScoreRecap
"October 24, 2023 (Tuesday)",4:00 pm,Away,Grinnell College,"Grinnell, IA",,,"L,0-4",Box ScoreRecap
"October 27, 2023 (Friday)",7:00 pm,Away,Saint Ambrose University (Iowa) JV,"Davenport, IA",,,,
