Year,School,Sport,Gender,Scores,Rank
2019,Grinnell,Swimming,Women,9,2
2019,Grinnell,Indoor Track & Field,Women,7,4
2019,Grinnell,Total,Women,51.5,1
2019,Illinois College,Volleyball,Women,7.5,3
2019,Illinois College,Soccer,Women,1,10
2019,Illinois College,Cross Country,Women,2,9
2019,Illinois College,Tennis,Women,4,7
2019,Illinois College,Basketball,Women,5,6
2019,Illinois College,Swimming,Women,6,5
2019,Illinois College,Indoor Track & Field,Women,6,5
2019,Illinois College,Total,Women,31.5,7
2019,Knox,Volleyball,Women,2.5,8
2019,Knox,Soccer,Women,10,1
2019,Knox,Cross Country,Women,1,10
2019,Knox,Tennis,Women,1,10
2019,Knox,Basketball,Women,7,4
2019,Knox,Swimming,Women,3,8
2019,Knox,Indoor Track & Field,Women,1,10
2019,Knox,Total,Women,25.5,9
2019,Lake Forest,Volleyball,Women,5.5,5
2019,Lake Forest,Soccer,Women,7,4
2019,Lake Forest,Cross Country,Women,6,5
2019,Lake Forest,Tennis,Women,9,2
2019,Lake Forest,Basketball,Women,6,5
2019,Lake Forest,Swimming,Women,10,1
2019,Lake Forest,Indoor Track & Field,Women,4,7
2019,Lake Forest,Total,Women,47.5,4
2019,Lawrence,Volleyball,Women,2.5,8
2019,Lawrence,Soccer,Women,3,8
2019,Lawrence,Cross Country,Women,4,7
2019,Lawrence,Tennis,Women,7,4
2019,Lawrence,Basketball,Women,2,9
2019,Lawrence,Swimming,Women,8,3
2019,Lawrence,Indoor Track & Field,Women,2,9
2019,Lawrence,Total,Women,28.5,8
2019,Monmouth,Volleyball,Women,5.5,5
2019,Monmouth,Soccer,Women,8,3
2019,Monmouth,Cross Country,Women,9,2
2019,Monmouth,Tennis,Women,5,6
2019,Monmouth,Basketball,Women,9,2
2019,Monmouth,Swimming,Women,5,6
2019,Monmouth,Indoor Track & Field,Women,9,2
2019,Monmouth,Total,Women,50.5,3
2019,Ripon,Volleyball,Women,4,7
2019,Ripon,Soccer,Women,4,7
2019,Ripon,Cross Country,Women,5,6
2019,Ripon,Tennis,Women,2,9
2019,Ripon,Basketball,Women,10,1
2019,Ripon,Swimming,Women,4,7
2019,Ripon,Indoor Track & Field,Women,8,3
2019,Ripon,Total,Women,37,6
2019,St. Norbert,Volleyball,Women,9,2
2019,St. Norbert,Soccer,Women,6,5
2019,St. Norbert,Cross Country,Women,7,4
2019,St. Norbert,Tennis,Women,8,3
2019,St. Norbert,Basketball,Women,4,7
2019,St. Norbert,Swimming,Women,7,4
2019,St. Norbert,Indoor Track & Field,Women,10,1
2019,St. Norbert,Total,Women,51,2
2021,Beloit,Football,Men,1,9
2021,Beloit,Soccer,Men,3,7
2021,Beloit,Cross Country,Men,1,9
2021,Beloit,Basketball,Men,2,8
2021,Beloit,Swimming,Men,4,5
2021,Beloit,Indoor Track & Field,Men,2,8
2021,Beloit,Outdoor Track & Field,Men,2,8
2021,Beloit,Baseball,Men,5.5,3
2021,Beloit,Total,Men,20.5,9
2021,Cornell,Football,Men,4,6
2021,Cornell,Soccer,Men,8,2
2021,Cornell,Cross Country,Men,8,2
2021,Cornell,Basketball,Men,8,2
2021,Cornell,Indoor Track & Field,Men,7,3
2021,Cornell,Tennis,Men,6,4
2021,Cornell,Outdoor Track & Field,Men,8,2
2021,Cornell,Baseball,Men,3.5,5
2021,Cornell,Total,Men,52.5,3
2021,Grinnell,Football,Men,3,7
2021,Grinnell,Soccer,Men,7,3
2021,Grinnell,Cross Country,Men,7,3
2021,Grinnell,Basketball,Men,6.5,3
2021,Grinnell,Swimming,Men,9,1
2021,Grinnell,Indoor Track & Field,Men,5,5
2021,Grinnell,Tennis,Men,9,1
2021,Grinnell,Outdoor Track & Field,Men,5,5
2021,Grinnell,Baseball,Men,3.5,5
2021,Grinnell,Total,Men,55,2
2021,Illinois College,Football,Men,5,5
2021,Illinois College,Soccer,Men,4,6
2021,Illinois College,Cross Country,Men,4,6
2021,Illinois College,Basketball,Men,6.5,3
2021,Illinois College,Swimming,Men,3,6
2021,Illinois College,Indoor Track & Field,Men,4,6
2021,Illinois College,Tennis,Men,3,7
2021,Illinois College,Outdoor Track & Field,Men,3,7
2021,Illinois College,Baseball,Men,5.5,3
2021,Illinois College,Total,Men,38,7
2021,Knox,Football,Men,6,4
2021,Knox,Soccer,Men,9,1
2021,Knox,Cross Country,Men,2,8
2021,Knox,Basketball,Men,3,7
2021,Knox,Swimming,Men,1,8
2021,Knox,Indoor Track & Field,Men,6,4
2021,Knox,Outdoor Track & Field,Men,6,4
2021,Knox,Baseball,Men,1,8
2021,Knox,Total,Men,34,8
2021,Lake Forest,Football,Men,10,1
2021,Lake Forest,Soccer,Men,5,5
2021,Lake Forest,Cross Country,Men,3,7
2021,Lake Forest,Basketball,Men,4.5,5
2021,Lake Forest,Swimming,Men,8,2
2021,Lake Forest,Indoor Track & Field,Men,1,9
2021,Lake Forest,Tennis,Men,8,2
2021,Lake Forest,Outdoor Track & Field,Men,1,9
2021,Lake Forest,Total,Men,40.5,5
2021,Lawrence,Football,Men,2,8
2021,Lawrence,Soccer,Men,6,4
2021,Lawrence,Cross Country,Men,9,1
2021,Lawrence,Basketball,Men,4.5,5
2021,Lawrence,Swimming,Men,5,4
2021,Lawrence,Indoor Track & Field,Men,3,7
2021,Lawrence,Tennis,Men,5,5
2021,Lawrence,Outdoor Track & Field,Men,4,6
2021,Lawrence,Baseball,Men,9,1
2021,Lawrence,Total,Men,47.5,4
2021,Monmouth,Football,Men,9,2
2021,Monmouth,Soccer,Men,1.5,8
2021,Monmouth,Cross Country,Men,5,5
2021,Monmouth,Basketball,Men,1,9
2021,Monmouth,Swimming,Men,2,7
2021,Monmouth,Indoor Track & Field,Men,8,2
2021,Monmouth,Tennis,Men,4,6
2021,Monmouth,Outdoor Track & Field,Men,7,3
2021,Monmouth,Baseball,Men,2,7
2021,Monmouth,Total,Men,39.5,6
2021,Ripon,Football,Men,7,3
2021,Ripon,Soccer,Men,1.5,8
2021,Ripon,Cross Country,Men,6,4
2021,Ripon,Basketball,Men,9,1
2021,Ripon,Swimming,Men,6,3
2021,Ripon,Indoor Track & Field,Men,9,1
2021,Ripon,Tennis,Men,7,3
2021,Ripon,Outdoor Track & Field,Men,9,1
2021,Ripon,Baseball,Men,7,2
2021,Ripon,Total,Men,61.5,1
2021,Beloit,Volleyball,Women,2,8
2021,Beloit,Soccer,Women,7,3
2021,Beloit,Cross Country,Women,3,7
2021,Beloit,Basketball,Women,1,9
2021,Beloit,Swimming,Women,2,7
2021,Beloit,Indoor Track & Field,Women,3,7
2021,Beloit,Outdoor Track & Field,Women,5,5
2021,Beloit,Softball,Women,5,5
2021,Beloit,Total,Women,28,8
2021,Cornell,Volleyball,Women,9,1
2021,Cornell,Soccer,Women,3,7
2021,Cornell,Cross Country,Women,5,5
2021,Cornell,Tennis,Women,6,4
2021,Cornell,Basketball,Women,4.5,5
2021,Cornell,Indoor Track & Field,Women,4,6
2021,Cornell,Outdoor Track & Field,Women,4,6
2021,Cornell,Softball,Women,4,6
2021,Cornell,Total,Women,39.5,7
2021,Grinnell,Volleyball,Women,8,2
2021,Grinnell,Soccer,Women,4,6
2021,Grinnell,Cross Country,Women,8,2
2021,Grinnell,Tennis,Women,9,1
2021,Grinnell,Basketball,Women,3,7
2021,Grinnell,Swimming,Women,9,1
2021,Grinnell,Indoor Track & Field,Women,6,4
2021,Grinnell,Outdoor Track & Field,Women,8,2
2021,Grinnell,Softball,Women,7,3
2021,Grinnell,Total,Women,62,1
2021,Illinois College,Volleyball,Women,7,3
2021,Illinois College,Soccer,Women,2,8
2021,Illinois College,Tennis,Women,4,6
2021,Illinois College,Basketball,Women,6,4
2021,Illinois College,Swimming,Women,3,6
2021,Illinois College,Indoor Track & Field,Women,5,5
2021,Illinois College,Outdoor Track & Field,Women,6,4
2021,Illinois College,Softball,Women,8,2
2021,Illinois College,Total,Women,41,6
2021,Knox,Volleyball,Women,4,6
2021,Knox,Soccer,Women,9,1
2021,Knox,Basketball,Women,7.5,2
2021,Knox,Swimming,Women,1,8
2021,Knox,Indoor Track & Field,Women,2,8
2021,Knox,Outdoor Track & Field,Women,2,8
2021,Knox,Softball,Women,1.5,8
2021,Knox,Total,Women,27,9
2021,Lake Forest,Volleyball,Women,5,5
2021,Lake Forest,Soccer,Women,8,2
2021,Lake Forest,Cross Country,Women,4,6
2021,Lake Forest,Tennis,Women,8,2
2021,Lake Forest,Basketball,Women,2,8
2021,Lake Forest,Swimming,Women,8,2
2021,Lake Forest,Indoor Track & Field,Women,1,9
2021,Lake Forest,Outdoor Track & Field,Women,1,9
2021,Lake Forest,Softball,Women,9,1
2021,Lake Forest,Total,Women,46,4
2021,Lawrence,Volleyball,Women,1,9
2021,Lawrence,Soccer,Women,6,4
2021,Lawrence,Cross Country,Women,9,1
2021,Lawrence,Tennis,Women,7,3
2021,Lawrence,Basketball,Women,4.5,5
2021,Lawrence,Swimming,Women,6,3
2021,Lawrence,Indoor Track & Field,Women,7,3
2021,Lawrence,Outdoor Track & Field,Women,3,7
2021,Lawrence,Softball,Women,1.5,8
2021,Lawrence,Total,Women,45,5
2021,Monmouth,Volleyball,Women,6,4
2021,Monmouth,Soccer,Women,5,5
2021,Monmouth,Cross Country,Women,6,4
2021,Monmouth,Tennis,Women,3,7
2021,Monmouth,Basketball,Women,7.5,2
2021,Monmouth,Swimming,Women,4,5
2021,Monmouth,Indoor Track & Field,Women,8,2
2021,Monmouth,Outdoor Track & Field,Women,9,1
2021,Monmouth,Softball,Women,6,4
2021,Monmouth,Total,Women,54.5,2
2021,Ripon,Volleyball,Women,3,7
2021,Ripon,Soccer,Women,1,9
2021,Ripon,Cross Country,Women,7,3
2021,Ripon,Tennis,Women,5,5
2021,Ripon,Basketball,Women,9,1
2021,Ripon,Swimming,Women,5,4
2021,Ripon,Indoor Track & Field,Women,9,1
2021,Ripon,Outdoor Track & Field,Women,7,3
2021,Ripon,Softball,Women,3,7
2021,Ripon,Total,Women,49,3
2022,Beloit,Football,Men,2,9
2022,Beloit,Soccer,Men,5,5
2022,Beloit,Cross Country,Men,2,8
2022,Beloit,Basketball,Men,1,9
2022,Beloit,Swimming,Men,4,5
2022,Beloit,Indoor Track & Field,Men,3,7
2022,Beloit,Outdoor Track & Field,Men,6,4
2022,Beloit,Baseball,Men,9,1
2022,Beloit,Total,Men,32,8
2022,Cornell,Football,Men,4,7
2022,Cornell,Soccer,Men,1,9
2022,Cornell,Cross Country,Men,9,1
2022,Cornell,Basketball,Men,8,2
2022,Cornell,Indoor Track & Field,Men,5,5
2022,Cornell,Tennis,Men,5,3
2022,Cornell,Outdoor Track & Field,Men,3,7
2022,Cornell,Baseball,Men,4,4
2022,Cornell,Total,Men,39,5
2022,Grinnell,Football,Men,3,8
2022,Grinnell,Soccer,Men,8,2
2022,Grinnell,Cross Country,Men,8,2
2022,Grinnell,Basketball,Men,3,7
2022,Grinnell,Swimming,Men,9,1
2022,Grinnell,Indoor Track & Field,Men,7,3
2022,Grinnell,Tennis,Men,7,1
2022,Grinnell,Outdoor Track & Field,Men,8,2
2022,Grinnell,Baseball,Men,6,3
2022,Grinnell,Total,Men,59,2
2022,Illinois College,Football,Men,6,5
2022,Illinois College,Soccer,Men,4,6
2022,Illinois College,Cross Country,Men,6,4
2022,Illinois College,Basketball,Men,9,1
2022,Illinois College,Swimming,Men,3,6
2022,Illinois College,Indoor Track & Field,Men,4,6
2022,Illinois College,Tennis,Men,2,6
2022,Illinois College,Outdoor Track & Field,Men,4,6
2022,Illinois College,Baseball,Men,4,4
2022,Illinois College,Total,Men,42,4
2022,Knox,Football,Men,5,6
2022,Knox,Soccer,Men,6,4
2022,Knox,Cross Country,Men,3,7
2022,Knox,Basketball,Men,2,8
2022,Knox,Swimming,Men,1,8
2022,Knox,Indoor Track & Field,Men,6,4
2022,Knox,Outdoor Track & Field,Men,5,5
2022,Knox,Baseball,Men,1,8
2022,Knox,Total,Men,29,9
2022,Lake Forest,Football,Men,9,1
2022,Lake Forest,Soccer,Men,9,1
2022,Lake Forest,Basketball,Men,5,5
2022,Lake Forest,Swimming,Men,7,2
2022,Lake Forest,Indoor Track & Field,Men,1,9
2022,Lake Forest,Tennis,Men,6,2
2022,Lake Forest,Outdoor Track & Field,Men,1,9
2022,Lake Forest,Total,Men,38,6
2022,Lawrence,Football,Men,7,4
2022,Lawrence,Soccer,Men,3,7
2022,Lawrence,Cross Country,Men,5,5
2022,Lawrence,Basketball,Men,4,6
2022,Lawrence,Swimming,Men,6,3
2022,Lawrence,Indoor Track & Field,Men,2,8
2022,Lawrence,Tennis,Men,3,5
2022,Lawrence,Outdoor Track & Field,Men,2,8
2022,Lawrence,Baseball,Men,2,7
2022,Lawrence,Total,Men,34,7
2022,Monmouth,Football,Men,9,1
2022,Monmouth,Soccer,Men,2,8
2022,Monmouth,Cross Country,Men,4,6
2022,Monmouth,Basketball,Men,7,3
2022,Monmouth,Swimming,Men,2,7
2022,Monmouth,Indoor Track & Field,Men,8,2
2022,Monmouth,Tennis,Men,1,7
2022,Monmouth,Outdoor Track & Field,Men,7,3
2022,Monmouth,Baseball,Men,4,4
2022,Monmouth,Total,Men,44,3
2022,Ripon,Football,Men,9,1
2022,Ripon,Soccer,Men,7,3
2022,Ripon,Cross Country,Men,7,3
2022,Ripon,Basketball,Men,6,4
2022,Ripon,Swimming,Men,5,4
2022,Ripon,Indoor Track & Field,Men,9,1
2022,Ripon,Tennis,Men,4,4
2022,Ripon,Outdoor Track & Field,Men,9,1
2022,Ripon,Baseball,Men,7.5,2
2022,Ripon,Total,Men,63.5,1
2022,Beloit,Volleyball,Women,4,5
2022,Beloit,Soccer,Women,7,3
2022,Beloit,Cross Country,Women,5,5
2022,Beloit,Basketball,Women,2,8
2022,Beloit,Swimming,Women,4,5
2022,Beloit,Indoor Track & Field,Women,3,7
2022,Beloit,Outdoor Track & Field,Women,5,5
2022,Beloit,Softball,Women,2,8
2022,Beloit,Total,Women,32,8
2022,Cornell,Volleyball,Women,9,1
2022,Cornell,Soccer,Women,6,4
2022,Cornell,Cross Country,Women,6,4
2022,Cornell,Tennis,Women,5,5
2022,Cornell,Basketball,Women,7,3
2022,Cornell,Indoor Track & Field,Women,7,3
2022,Cornell,Outdoor Track & Field,Women,8,2
2022,Cornell,Softball,Women,6,4
2022,Cornell,Total,Women,54,2
2022,Grinnell,Volleyball,Women,7,3
2022,Grinnell,Soccer,Women,9,1
2022,Grinnell,Cross Country,Women,8,2
2022,Grinnell,Tennis,Women,9,1
2022,Grinnell,Basketball,Women,5,5
2022,Grinnell,Swimming,Women,9,1
2022,Grinnell,Indoor Track & Field,Women,6,4
2022,Grinnell,Outdoor Track & Field,Women,6,4
2022,Grinnell,Softball,Women,8.5,1
2022,Grinnell,Total,Women,67.5,1
2022,Illinois College,Volleyball,Women,6,4
2022,Illinois College,Soccer,Women,4,6
2022,Illinois College,Cross Country,Women,3,7
2022,Illinois College,Tennis,Women,6,4
2022,Illinois College,Basketball,Women,6,4
2022,Illinois College,Swimming,Women,2,7
2022,Illinois College,Indoor Track & Field,Women,4,6
2022,Illinois College,Outdoor Track & Field,Women,4,6
2022,Illinois College,Softball,Women,8.5,1
2022,Illinois College,Total,Women,43.5,5
2022,Knox,Volleyball,Women,2,8
2022,Knox,Soccer,Women,3,7
2022,Knox,Cross Country,Women,1,9
2022,Knox,Basketball,Women,8.5,1
2022,Knox,Swimming,Women,1,8
2022,Knox,Indoor Track & Field,Women,2,8
2022,Knox,Outdoor Track & Field,Women,2,8
2022,Knox,Softball,Women,5,5
2022,Knox,Total,Women,24.5,9
2022,Lake Forest,Volleyball,Women,8,2
2022,Lake Forest,Soccer,Women,8,2
2022,Lake Forest,Cross Country,Women,4,6
2022,Lake Forest,Tennis,Women,8,2
2022,Lake Forest,Basketball,Women,3,7
2022,Lake Forest,Swimming,Women,8,2
2022,Lake Forest,Indoor Track & Field,Women,1,9
2022,Lake Forest,Outdoor Track & Field,Women,1,9
2022,Lake Forest,Softball,Women,7,3
2022,Lake Forest,Total,Women,48,4
2022,Lawrence,Volleyball,Women,1,9
2022,Lawrence,Soccer,Women,5,5
2022,Lawrence,Cross Country,Women,7,3
2022,Lawrence,Tennis,Women,7,3
2022,Lawrence,Basketball,Women,1,9
2022,Lawrence,Swimming,Women,6,3
2022,Lawrence,Indoor Track & Field,Women,5,5
2022,Lawrence,Outdoor Track & Field,Women,3,7
2022,Lawrence,Softball,Women,1,9
2022,Lawrence,Total,Women,36,7
2022,Monmouth,Volleyball,Women,4,5
2022,Monmouth,Soccer,Women,1,9
2022,Monmouth,Cross Country,Women,2,8
2022,Monmouth,Tennis,Women,3,7
2022,Monmouth,Basketball,Women,4,6
2022,Monmouth,Swimming,Women,3,6
2022,Monmouth,Indoor Track & Field,Women,8,2
2022,Monmouth,Outdoor Track & Field,Women,7,3
2022,Monmouth,Softball,Women,3.5,6
2022,Monmouth,Total,Women,36.5,6
2022,Ripon,Volleyball,Women,4,5
2022,Ripon,Soccer,Women,2,8
2022,Ripon,Cross Country,Women,9,1
2022,Ripon,Tennis,Women,4,6
2022,Ripon,Basketball,Women,8.5,1
2022,Ripon,Swimming,Women,5,4
2022,Ripon,Indoor Track & Field,Women,9,1
2022,Ripon,Outdoor Track & Field,Women,9,1
2022,Ripon,Softball,Women,3.5,6
2022,Ripon,Total,Women,54,2
2023,Beloit,Football,Men,2,8
2023,Beloit,Soccer,Men,5,5
2023,Beloit,Cross Country,Men,1,9
2023,Beloit,Basketball,Men,7,3
2023,Beloit,Swimming,Men,2,7
2023,Beloit,Indoor Track & Field,Men,3,7
2023,Beloit,Outdoor Track & Field,Men,5,5
2023,Beloit,Baseball,Men,7,2
2023,Beloit,Total,Men,32,8
2023,Cornell,Football,Men,7,3
2023,Cornell,Soccer,Men,8,2
2023,Cornell,Cross Country,Men,8,2
2023,Cornell,Basketball,Men,2,8
2023,Cornell,Indoor Track & Field,Men,7,3
2023,Cornell,Tennis,Men,5,3
2023,Cornell,Outdoor Track & Field,Men,4,6
2023,Cornell,Baseball,Men,6,3
2023,Cornell,Total,Men,47,4
2023,Grinnell,Football,Men,3,7
2023,Grinnell,Soccer,Men,6,4
2023,Grinnell,Cross Country,Men,9,1
2023,Grinnell,Basketball,Men,8,2
2023,Grinnell,Swimming,Men,9,1
2023,Grinnell,Indoor Track & Field,Men,6,4
2023,Grinnell,Tennis,Men,7,1
2023,Grinnell,Outdoor Track & Field,Men,7,3
2023,Grinnell,Baseball,Men,3,6
2023,Grinnell,Total,Men,58,1
2023,Illinois College,Football,Men,9.5,1
2023,Illinois College,Soccer,Men,9,1
2023,Illinois College,Cross Country,Men,5,5
2023,Illinois College,Basketball,Men,9,1
2023,Illinois College,Swimming,Men,5,4
2023,Illinois College,Indoor Track & Field,Men,5,5
2023,Illinois College,Tennis,Men,3,5
2023,Illinois College,Outdoor Track & Field,Men,8,2
2023,Illinois College,Baseball,Men,2,7
2023,Illinois College,Total,Men,55.5,2
2023,Knox,Football,Men,4,6
2023,Knox,Soccer,Men,4,6
2023,Knox,Cross Country,Men,4,6
2023,Knox,Basketball,Men,3,7
2023,Knox,Swimming,Men,1,8
2023,Knox,Indoor Track & Field,Men,1,9
2023,Knox,Outdoor Track & Field,Men,2,8
2023,Knox,Baseball,Men,1,8
2023,Knox,Total,Men,20,9
2023,Lake Forest,Football,Men,7,3
2023,Lake Forest,Soccer,Men,7,3
2023,Lake Forest,Cross Country,Men,2,8
2023,Lake Forest,Basketball,Men,4,6
2023,Lake Forest,Swimming,Men,7,2
2023,Lake Forest,Indoor Track & Field,Men,2,8
2023,Lake Forest,Tennis,Men,6,2
2023,Lake Forest,Outdoor Track & Field,Men,1,9
2023,Lake Forest,Total,Men,36,6
2023,Lawrence,Football,Men,1,9
2023,Lawrence,Soccer,Men,1,9
2023,Lawrence,Cross Country,Men,6,4
2023,Lawrence,Basketball,Men,1,9
2023,Lawrence,Swimming,Men,6,3
2023,Lawrence,Indoor Track & Field,Men,4,6
2023,Lawrence,Tennis,Men,4,4
2023,Lawrence,Outdoor Track & Field,Men,3,7
2023,Lawrence,Baseball,Men,9,1
2023,Lawrence,Total,Men,35,7
2023,Monmouth,Football,Men,9.5,1
2023,Monmouth,Soccer,Men,3,7
2023,Monmouth,Cross Country,Men,3,7
2023,Monmouth,Basketball,Men,5,5
2023,Monmouth,Swimming,Men,4,5
2023,Monmouth,Indoor Track & Field,Men,8,2
2023,Monmouth,Tennis,Men,1,7
2023,Monmouth,Outdoor Track & Field,Men,6,4
2023,Monmouth,Baseball,Men,4,5
2023,Monmouth,Total,Men,43.5,5
2023,Ripon,Football,Men,5,5
2023,Ripon,Soccer,Men,2,8
2023,Ripon,Cross Country,Men,7,3
2023,Ripon,Basketball,Men,6,4
2023,Ripon,Swimming,Men,3,6
2023,Ripon,Indoor Track & Field,Men,9,1
2023,Ripon,Tennis,Men,2,6
2023,Ripon,Outdoor Track & Field,Men,9,1
2023,Ripon,Baseball,Men,5,4
2023,Ripon,Total,Men,48,3
2023,Beloit,Volleyball,Women,1,9
2023,Beloit,Soccer,Women,6,4
2023,Beloit,Cross Country,Women,4,6
2023,Beloit,Basketball,Women,4,6
2023,Beloit,Swimming,Women,3,6
2023,Beloit,Indoor Track & Field,Women,3,7
2023,Beloit,Outdoor Track & Field,Women,4,6
2023,Beloit,Softball,Women,2,8
2023,Beloit,Total,Women,27,8
2023,Cornell,Volleyball,Women,9,1
2023,Cornell,Soccer,Women,2,8
2023,Cornell,Cross Country,Women,6,4
2023,Cornell,Tennis,Women,5,3
2023,Cornell,Basketball,Women,3,7
2023,Cornell,Indoor Track & Field,Women,5,5
2023,Cornell,Outdoor Track & Field,Women,6,4
2023,Cornell,Softball,Women,6,4
2023,Cornell,Total,Women,42,7
2023,Grinnell,Volleyball,Women,6,4
2023,Grinnell,Soccer,Women,8,2
2023,Grinnell,Cross Country,Women,9,1
2023,Grinnell,Tennis,Women,7,1
2023,Grinnell,Basketball,Women,5.5,4
2023,Grinnell,Swimming,Women,9,1
2023,Grinnell,Indoor Track & Field,Women,7,3
2023,Grinnell,Outdoor Track & Field,Women,7,3
2023,Grinnell,Softball,Women,8,2
2023,Grinnell,Total,Women,66.5,1
2023,Illinois College,Volleyball,Women,8,2
2023,Illinois College,Soccer,Women,4,6
2023,Illinois College,Tennis,Women,4,4
2023,Illinois College,Basketball,Women,7,3
2023,Illinois College,Swimming,Women,2,7
2023,Illinois College,Indoor Track & Field,Women,6,4
2023,Illinois College,Outdoor Track & Field,Women,5,5
2023,Illinois College,Softball,Women,7,3
2023,Illinois College,Total,Women,43,4
2023,Knox,Volleyball,Women,2,8
2023,Knox,Soccer,Women,1,9
2023,Knox,Cross Country,Women,1,8
2023,Knox,Basketball,Women,8,2
2023,Knox,Swimming,Women,1,8
2023,Knox,Indoor Track & Field,Women,2,8
2023,Knox,Outdoor Track & Field,Women,2,8
2023,Knox,Softball,Women,1,9
2023,Knox,Total,Women,18,9
2023,Lake Forest,Volleyball,Women,7,3
2023,Lake Forest,Soccer,Women,9,1
2023,Lake Forest,Cross Country,Women,5,5
2023,Lake Forest,Tennis,Women,6,2
2023,Lake Forest,Basketball,Women,2,8
2023,Lake Forest,Swimming,Women,7,2
2023,Lake Forest,Indoor Track & Field,Women,1,9
2023,Lake Forest,Outdoor Track & Field,Women,1,9
2023,Lake Forest,Softball,Women,9,1
2023,Lake Forest,Total,Women,47,3
2023,Lawrence,Volleyball,Women,3,7
2023,Lawrence,Soccer,Women,7,3
2023,Lawrence,Cross Country,Women,8,2
2023,Lawrence,Tennis,Women,2,6
2023,Lawrence,Basketball,Women,5.5,4
2023,Lawrence,Swimming,Women,6,3
2023,Lawrence,Indoor Track & Field,Women,4,6
2023,Lawrence,Outdoor Track & Field,Women,3,7
2023,Lawrence,Softball,Women,4,6
2023,Lawrence,Total,Women,42.5,5
2023,Monmouth,Volleyball,Women,5,5
2023,Monmouth,Soccer,Women,5,5
2023,Monmouth,Cross Country,Women,3,7
2023,Monmouth,Tennis,Women,3,5
2023,Monmouth,Basketball,Women,1,9
2023,Monmouth,Swimming,Women,4.5,4
2023,Monmouth,Indoor Track & Field,Women,8,2
2023,Monmouth,Outdoor Track & Field,Women,8,2
2023,Monmouth,Softball,Women,5,5
2023,Monmouth,Total,Women,42.5,5
2023,Ripon,Volleyball,Women,4,6
2023,Ripon,Soccer,Women,3,7
2023,Ripon,Cross Country,Women,7,3
2023,Ripon,Tennis,Women,1,7
2023,Ripon,Basketball,Women,9,1
2023,Ripon,Swimming,Women,4.5,4
2023,Ripon,Indoor Track & Field,Women,9,1
2023,Ripon,Outdoor Track & Field,Women,9,1
2023,Ripon,Softball,Women,3,7
2023,Ripon,Total,Women,49.5,2
2024,Beloit,Football,Men,1.5,8
2024,Beloit,Soccer,Men,1,9
2024,Beloit,Cross Country,Men,1,9
2024,Beloit,Basketball,Men,2.5,7
2024,Beloit,Swimming,Men,2,6
2024,Beloit,Indoor Track & Field,Men,5,5
2024,Beloit,Total,Men,13,9
2024,Cornell,Football,Men,6,4
2024,Cornell,Soccer,Men,4,6
2024,Cornell,Cross Country,Men,9,1
2024,Cornell,Basketball,Men,4,6
2024,Cornell,Indoor Track & Field,Men,9,1
2024,Cornell,Total,Men,32,5
2024,Grinnell,Football,Men,3.5,6
2024,Grinnell,Soccer,Men,6.5,3
2024,Grinnell,Cross Country,Men,7,3
2024,Grinnell,Basketball,Men,8,2
2024,Grinnell,Swimming,Men,8,1
2024,Grinnell,Indoor Track & Field,Men,4,6
2024,Grinnell,Total,Men,37,1
2024,Illinois College,Football,Men,8,3
2024,Illinois College,Soccer,Men,8,2
2024,Illinois College,Cross Country,Men,3,7
2024,Illinois College,Basketball,Men,6.5,3
2024,Illinois College,Swimming,Men,5,3
2024,Illinois College,Indoor Track & Field,Men,6,4
2024,Illinois College,Total,Men,36.5,2
2024,Knox,Football,Men,3.5,6
2024,Knox,Soccer,Men,6.5,3
2024,Knox,Cross Country,Men,5,5
2024,Knox,Basketball,Men,1,9
2024,Knox,Indoor Track & Field,Men,2,8
2024,Knox,Total,Men,18,8
2024,Lake Forest,Football,Men,10,1
2024,Lake Forest,Soccer,Men,9,1
2024,Lake Forest,Cross Country,Men,2,8
2024,Lake Forest,Basketball,Men,6.5,3
2024,Lake Forest,Swimming,Men,6,2
2024,Lake Forest,Indoor Track & Field,Men,1,9
2024,Lake Forest,Total,Men,34.5,4
2024,Lawrence,Football,Men,1.5,8
2024,Lawrence,Soccer,Men,3,7
2024,Lawrence,Cross Country,Men,8,2
2024,Lawrence,Basketball,Men,2.5,7
2024,Lawrence,Swimming,Men,4,4
2024,Lawrence,Indoor Track & Field,Men,3,7
2024,Lawrence,Total,Men,22,7
2024,Monmouth,Football,Men,9,2
2024,Monmouth,Soccer,Men,2,8
2024,Monmouth,Cross Country,Men,4,6
2024,Monmouth,Basketball,Men,9,1
2024,Monmouth,Swimming,Men,3,5
2024,Monmouth,Indoor Track & Field,Men,8,2
2024,Monmouth,Total,Men,35,3
2024,Ripon,Football,Men,5,5
2024,Ripon,Soccer,Men,5,5
2024,Ripon,Cross Country,Men,6,4
2024,Ripon,Basketball,Men,5,5
2024,Ripon,Swimming,Men,1,7
2024,Ripon,Indoor Track & Field,Men,7,3
2024,Ripon,Total,Men,29,6
2024,Beloit,Volleyball,Women,1,9
2024,Beloit,Soccer,Women,6,4
2024,Beloit,Cross Country,Women,2,8
2024,Beloit,Basketball,Women,2,7
2024,Beloit,Swimming,Women,5,3
2024,Beloit,Indoor Track & Field,Women,3,7
2024,Beloit,Total,Women,19,8
2024,Cornell,Volleyball,Women,9,1
2024,Cornell,Soccer,Women,2,8
2024,Cornell,Cross Country,Women,6,4
