Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 12, 2022 (Saturday)",6:00 pm,Away,Central College,"Iowa City, IA/ Hawkeye Tennis Center",,,,"L,0-9",Box ScoreRecap
"February 20, 2022 (Sunday)",5:00 pm,Away,Millikin University,"Decatur, IL",,,,"L,0-9",Box Score
"March 6, 2022 (Sunday)",5:30 pm CT,Neutral,King's College (Pa.),USTA National Campus - Florida,,,Spring Break Trip,"L,3-6",Box ScoreRecap
"March 8, 2022 (Tuesday)",11:30 am CT,Neutral,Saint John's University,Lake Eva - Florida,,,Spring Break Trip,"L,1-8",Box ScoreRecap
"March 10, 2022 (Thursday)",11:00 am CT,Neutral,Otterbein University,"Winter Park, Florida",,,Spring Break Trip,"L,0-9",Box Score
"March 11, 2022 (Friday)",7:00 am CT,Neutral,University of Northwestern (MN),Oak St. Park,,,Spring Break Trip,"L,0-9",Box Score
"March 26, 2022 (Saturday)",1:00 pm,Home,University of Dubuque,"Galesburg, Ill./ Lakeside Recreation Center",,,,"L,4-5",Box ScoreRecap
"April 2, 2022 (Saturday)",9:00 am,Home,Ripon College,"Monmouth, Ill./Monmouth College Tennis Stadium",,,,"L,3-6",Box ScoreRecap
"April 2, 2022 (Saturday)",3:00 pm,Home,Lawrence University,"Monmouth, Ill./Monmouth College Tennis Stadium",,,,"L,2-7",Box ScoreRecap
"April 9, 2022 (Saturday)",4:00 pm,Away,Lake Forest College,"Lake Forest, IL",,,,"L,0-9",Box Score
"April 11, 2022 (Monday)",4:00 pm,Home,Illinois College,"Monmouth, Ill./Monmouth College Tennis Stadium",,,,"W,6-3",Box ScoreRecap
"April 16, 2022 (Saturday)",9:00 am,Away,Grinnell College,"Grinnell, IA",,,,"L,0-9",Recap
"April 16, 2022 (Saturday)",3:00 pm,Away,Cornell College,"Mount Vernon, IA",,,,"L,0-9",Box ScoreRecap
"April 22, 2022 (Friday)",,Neutral,Midwest Conference,"Middleton, WI",,,MIdwest Conference Team Championships,,History
"April 23, 2022 (Saturday)",,Neutral,Midwest Conference,"Middleton, WI",,,Midwest Conference Doubles Championships,,History
"April 23, 2022 (Saturday)",,Away,Midwest Conference,"Ripon, WI",,,Midwest Conference Singles Championships,,History
