0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Fall Invite,"Sep 27-28, 2019",1.5,53-105=158,+50,32nd/33
SLIAC Preview,"Oct 13, 2019",1,102,+30,47th/0
SEASON TOTALS,SEASON TOTALS,2.5,260 Avg. 104.0,+32,-
