0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Fall Invite,"Sep 27-28, 2019",1.5,43-94=137,+29,25th/33
SEASON TOTALS,SEASON TOTALS,1.5,137 Avg. 91.3,+19,-
