0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Fall Invite,"Sep 27-28, 2019",1.5,52-97=149,+41,29th/33
SLIAC Preview,"Oct 13, 2019",1,104,+32,t-49th/0
SEASON TOTALS,SEASON TOTALS,2.5,253 Avg. 101.2,+29,-
