0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Fall Invite,"Sep 27-28, 2019",1.5,46-90=136,+28,24th/33
SLIAC Preview,"Oct 13, 2019",1,88,+16,t-27th/0
SEASON TOTALS,SEASON TOTALS,2.5,224 Avg. 89.6,+18,-
