Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"January 14, 2000 (Friday)",,Away,University of Chicago,Chicago,,,,"L,1-2",
"January 16, 2000 (Sunday)",,Away,Bethel,Arden Hills,,,,"W,2-0",
"September 1, 2000 (Friday)",,Home,La Verne,Macalester Stadium,,,,"W,1-0",
"September 2, 2000 (Saturday)",,Home,St. Norbert,Macalester Stadium,,,,"W,4-0",
"September 5, 2000 (Tuesday)",,Home,Augsburg,Macalester Stadium,,,,"W,2-0",
"September 12, 2000 (Tuesday)",,Away,St. Olaf,Northfield,,,,"W,4-1",
"September 16, 2000 (Saturday)",,Home,Wisconsin-Steven's Point,Macalester Stadium,,,,"W,2-0",
"September 19, 2000 (Tuesday)",,Home,St. Benedict,Macalester Stadium,,,,"W,2-0",
"September 21, 2000 (Thursday)",,Away,Wisconin-River Falls,"River Falls, Wis.",,,,"W,6-0",
"September 27, 2000 (Wednesday)",,Home,Carleton,Macalester Stadium,,,,"W,1-0(2OT)",
"September 30, 2000 (Saturday)",,Away,Cornell  (Ia.),"Mount Vernon, Ia.",,,,"W,2-1(2OT)",
"October 1, 2000 (Sunday)",,Away,Simpson,"Indianola, Ia.",,,,"W,3-1",
"October 9, 2000 (Monday)",,Home,Hamline,Macalester Stadium,,,,"W,4-0",
"October 11, 2000 (Wednesday)",,Away,St. Thomas,St. Paul,,,,"T,0-0(2OT)",
"October 15, 2000 (Sunday)",,Neutral,Washington University (Mo.),"Chicago, Ill.",,,,"W,2-1",
"October 17, 2000 (Tuesday)",7:30 PM,Home,Saint Mary's University (Minn.),Macalester Stadium,,,,"W,5-0",
"October 25, 2000 (Wednesday)",,Away,Gustavus Adolphus,St. Peter,,,,"W,1-0",
"October 27, 2000 (Friday)",,Home,Concordia,Macalester Stadium,,,,"W,4-0",
"November 3, 2000 (Friday)",,Home,Wisconsin-Steven's Point,Macalester Stadium,,,NCAA Division III Playoffs,"L,0-1",
