Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 2, 2017 (Saturday)",1:00 pm,Home,Hope College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,27-20",Box ScoreRecap
"September 9, 2017 (Saturday)",7:00 pm,Away,Wartburg College,"Waverly, IA",,,,"L,13-36",Box ScoreRecap
"September 16, 2017 (Saturday)",,Neutral,Midwest Conference Bye Week,"Monmouth, Ill./April Zorn Memorial Stadium",,,,,History
"September 23, 2017 (Saturday)",1:00 pm,Away,Macalester College,"St. Paul, MN",,,,"W,26-0",Box ScoreRecap
"September 30, 2017 (Saturday)",1:00 pm,Home,Lawrence University,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,34-0",Box ScoreRecap
"October 7, 2017 (Saturday)",1:00 pm,Away,Grinnell College,"Grinnell, IA",,,,"W,49-0",Box ScoreRecap
"October 14, 2017 (Saturday)",1:00 pm,Home,Illinois College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,59-14",Box ScoreRecap
"October 21, 2017 (Saturday)",1:00 pm,Away,Cornell College,"Mount Vernon, IA",,,,"W,61-10",Box ScoreRecap
"October 28, 2017 (Saturday)",1:00 pm,Away,Lake Forest College,"Lake Forest, IL",,,,"W,42-7",Box ScoreRecap
"November 4, 2017 (Saturday)",2:00 pm,Home,Knox College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,52-10",Box ScoreRecap
"November 11, 2017 (Saturday)",1:00 pm,Home,St. Norbert College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,9-6",Box ScoreRecap
"November 18, 2017 (Saturday)",12:00 pm ET,Away,Trine University,"Angola, IN",,,NCAA Championships,"L,24-63",Box ScoreRecapTrine Site Map
