Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 28, 2012 (Friday)",TBA,Neutral,ITA Midwest Regionals,"St. Peter, MN",,,2012 USTA/ITA Men's Tennis Midwest Regional Championships,No Team Score,RecapResults
"September 28, 2012 (Friday)",TBA,Neutral,Midwest Open Championships,"St. Peter, Minn.",,,2012 USTA/ITA Men's Tennis Midwest Regional Championships,No Team Score,RecapResults
"February 2, 2013 (Saturday)",6:00 p.m.,Home,Truman State University,"Grinnell, IA",,,,"W,8-1",RecapBox Score
"February 3, 2013 (Sunday)",Noon,Home,Graceland University (Iowa),"Grinnell, IA",,,,"L,3-6",RecapBox Score
"February 10, 2013 (Sunday)",8:30 a.m.,Neutral,Carroll University,"Kohler, WI",,,,"W,7-2",RecapBox Score
"February 10, 2013 (Sunday)",9:00 a.m.,Home,Saint Ambrose University (Iowa),"Grinnell, IA",,,,"W,9-0",RecapBox Score
"February 10, 2013 (Sunday)",Noon,Neutral,Ripon College,"Kohler, WI",,,,"W,9-0",Box Score
"February 10, 2013 (Sunday)",4:30 p.m.,Home,University of Dubuque,"Grinnell, IA",,,,"W,9-0",Box Score
"February 15, 2013 (Friday)",6:00 p.m.,Neutral,University of Wisconsin-Oshkosh,"Elkhorn, WI",,,Wisconsin-Whitewater Warhawk Invite,"W,6-3",RecapBox Score
"February 16, 2013 (Saturday)",11:00 a.m.,Neutral,University of Wisconsin-Whitewater,"Madison, WI",,,Wisconsin-Whitewater Warhawk Invite,"L,0-9",Box Score
"February 16, 2013 (Saturday)",4:00 p.m.,Neutral,Wheaton College (Ill.),"Madison, WI",,,Wisconsin-Whitewater Warhawk Invite,"W,6-3",RecapBox Score
"February 16, 2013 (Saturday)",11:00 a.m.,Home,Wartburg College,"Grinnell, IA",,,,"L,3-6",RecapBox Score
"February 23, 2013 (Saturday)",8:30 a.m.,Home,Lake Forest College,"Grinnell, IA",,,,"W,8-1",RecapBox Score
"February 23, 2013 (Saturday)",4:30 p.m.,Home,Knox College,"Grinnell, IA",,,,"W,9-0",RecapBox Score
"March 2, 2013 (Saturday)",9:00 a.m.,Away,Gustavus Adolphus College,"St. Peter, MN",,,,"L,1-8",Box Score
"March 2, 2013 (Saturday)",9:00 a.m.,Home,St. Norbert College,"Grinnell, IA",,,,"W,8-1",Box Score
"March 2, 2013 (Saturday)",1:30 p.m.,Neutral,Macalester College,"St. Peter, MN",,,,"W,5-4",RecapBox Score
"March 2, 2013 (Saturday)",4:30 p.m.,Home,Hastings College (Neb.),"Grinnell, IA",,,,"W,9-0",RecapBox Score
"March 9, 2013 (Saturday)",9:00 a.m.,Home,Augustana College (IL),"Grinnell, IA",,,,"W,7-2",RecapBox Score
"March 9, 2013 (Saturday)",4:30 p.m.,Home,Nebraska Wesleyan University,"Grinnell, IA",,,,"W,9-0",RecapBox Score
"March 18, 2013 (Monday)",TBA,Neutral,Oglethorpe University,"Orlando, FL",,,,"L,3-6",RecapBox Score
"March 19, 2013 (Tuesday)",TBA,Neutral,University of Wisconsin-La Crosse,"Orlando, FL",,,,"W,5-4",RecapBox Score
"March 20, 2013 (Wednesday)",TBA,Neutral,Earlham College,"Orlando, FL",,,,"L,1-8",RecapBox Score
"March 20, 2013 (Wednesday)",TBA,Neutral,North Central College,"Orlando, FL",,,,"W,5-2",Box Score
"March 21, 2013 (Thursday)",TBA,Neutral,Hope College,"Orlando, FL",,,,"L,4-5",RecapBox Score
"March 21, 2013 (Thursday)",TBA,Neutral,Hobart College,"Orlando, FL",,,,"W,6-3",RecapBox Score
"March 22, 2013 (Friday)",TBA,Neutral,Oklahoma Baptist University,"Orlando, FL",,,,"L,3-6",RecapBox Score
"April 6, 2013 (Saturday)",10:30 a.m.,Away,Cornell College,"Mount Vernon, IA",,,,"W,9-0",RecapBox Score
"April 7, 2013 (Sunday)",1:00 p.m.,Away,Coe College,"Cedar Rapids, IA",,,,"L,0-9",RecapBox Score
"April 13, 2013 (Saturday)",1:00 p.m.,Home,Carleton College,"Grinnell, IA/10th Avenue Courts",,,,"L,3-6",RecapBox Score
"April 14, 2013 (Sunday)",2:00 p.m.,Neutral,Luther College,"Waterloo, IA",,,,"L,1-7",RecapBox Score
"April 16, 2013 (Tuesday)",4:30 p.m.,Home,Illinois College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",RecapBox Score
"April 20, 2013 (Saturday)",1:00 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"W,6-3",RecapBox Score
"April 26, 2013 (Friday)",8:30 a.m.,Neutral,Carroll University (MWC Tournament Semifinals),"Madison, WI",,,2013 Midwest Conference Men's Tennis Championships,"W,5-1",RecapBox Score
"April 26, 2013 (Friday)",2:00 p.m.,Neutral,Lawrence University (MWC Tournament Championship),"Madison, WI",,,2013 Midwest Conference Men's Tennis Championships,"W,5-0",RecapBox Score
"April 27, 2013 (Saturday)",8:30 a.m.,Neutral,MWC Singles Tournament,"Madison, WI",,,2013 Midwest Conference Men's Tennis Championships,No Team Score,RecapResults
"April 28, 2013 (Sunday)",8:30 a.m.,Neutral,MWC Doubles Tournament,"Madison, WI",,,2013 Midwest Conference Men's Tennis Championships,No Team Score,RecapResults
"May 10, 2013 (Friday)",3:00 p.m.,Neutral,Kalamazoo College,"St. Louis, MO",,,2013 NCAA Division III Men's Regional Tennis Championships,"L,3-5",RecapBox Score
