Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"James, Xavier",SR-4,9.29,Grinnell Opener Invite,"Dec 6, 2024"
,"Schomberg, Jacob",FR-1,9.62,Grinnell Opener Invite,"Dec 6, 2024"
