Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2015 (Tuesday)",4 pm,Home,Kalamazoo,,,,"W,4-0",Box ScoreRecapPhotos
"September 5, 2015 (Saturday)",12 pm,Away,Augustana (Ill.),,,,"L,0-2",Box ScoreRecap
"September 9, 2015 (Wednesday)",4 pm,Home,Wis.-Stevens Point,,,,"W,7-0",Box ScoreRecapPhotos
"September 12, 2015 (Saturday)",2 pm,Away,Calvin,"Holland, Mich.",,,"L,1-3",Box ScoreRecap
"September 15, 2015 (Tuesday)",4 pm,Home,Wis.-Oshkosh,,,,"W,2-1",Box ScoreRecap
"September 19, 2015 (Saturday)",12 pm,Home,Principia,,,,"W,4-0",Box ScoreRecap
"September 20, 2015 (Sunday)",3:30 pm,Home,Chris. Newport,,,,"W,4-1",Box ScoreRecapPhotos
"September 24, 2015 (Thursday)",7 pm,Away,#9 Ill. Wesleyan,,,,"L,0-1",Box ScoreRecap
"September 26, 2015 (Saturday)",12 pm,Home,North Central (Ill.),,,,"W,1-0",Box ScoreRecap
"September 29, 2015 (Tuesday)",4 pm,Home,Carthage,,,,"W,5-0",Box ScoreRecap
"October 3, 2015 (Saturday)",11 am,Home,#24 Emory,,,,"W,1-0",Box ScoreRecap
"October 10, 2015 (Saturday)",5 pm,Away,Rochester (N.Y.),,,,"L,0-1",Box ScoreRecap
"October 16, 2015 (Friday)",4 pm,Away,#10 Brandeis,,,,"W,1-0",Box ScoreRecap
"October 18, 2015 (Sunday)",11 am,Away,#16 New York U.,,,,"W,2-1",Box ScoreRecap
"October 21, 2015 (Wednesday)",3:30 pm,Home,#21 Wheaton (Ill.),,,,"W,4-0",Box ScoreRecapPhotos
"October 30, 2015 (Friday)",3 pm,Home,Case Western Reserve,,,,"W,2-0",Box ScoreRecap
"November 1, 2015 (Sunday)",11 am,Home,#3 Carnegie Mellon,,,,"L,1-4",Box ScoreRecapPhotos
"November 7, 2015 (Saturday)",11 am,Home,#4 Washington (Mo.),,,,"L,0-2",Box ScoreRecapPhotos
"November 14, 2015 (Saturday)",1:30 pm,Neutral,Sewanee,"Crestview Hills, Ky.",,,"W,3-0",Box ScoreRecap
"November 15, 2015 (Sunday)",1 pm,Away,#8 Thomas More,,,,"L,0-1",Box ScoreRecap
