0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Pima CC Dual Meet,"Mar 23, 2017",1,78,+6,5th/10
Prairie Fire Invitational,"Mar 31-Apr 1, 2017",2,72-79=151,+7,t-10th/100
Wartburg College Men's Spring Invite,"Apr 6, 2017",2,81-77=158,+14,t-27th/74
Augustana Spring Invitational,"Apr 14-15, 2017",2,78-82=160,+20,t-47th/112
Forester Spring Invite,"Apr 23, 2017",1,76,+4,t-5th/70
Midwest Conference Championship,"May 4-6, 2017",3,82-80-78=240,+24,t-7th/35
SEASON TOTALS,SEASON TOTALS,11,863 Avg. 78.5,+7,-
