0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Pima CC Dual Meet,"Mar 23, 2017",1,96,+24,10th/10
Prairie Fire Invitational,"Mar 31-Apr 1, 2017",2,88-90=178,+34,83rd/100
Wartburg College Men's Spring Invite,"Apr 6, 2017",2,91-96=187,+43,70th/74
Augustana Spring Invitational,"Apr 14-15, 2017",2,94-83=177,+37,t-95th/112
Forester Spring Invite,"Apr 23, 2017",1,92,+20,t-58th/70
Midwest Conference Championship,"May 4-6, 2017",3,99-92-90=281,+65,32nd/35
SEASON TOTALS,SEASON TOTALS,11,1011 Avg. 91.9,+20,-
