0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Mount Mercy Dual,"Sep 18, 2016",1,122,+52,12th/12
Prairie Fire Invitational,"Mar 31-Apr 1, 2017",2,118-121=239,+95,100th/100
Wartburg College Men's Spring Invite,"Apr 6, 2017",2,113-120=233,+89,74th/74
Augustana Spring Invitational,"Apr 14-15, 2017",2,115-117=232,+92,111th/112
Forester Spring Invite,"Apr 23, 2017",1,119,+47,70th/70
Midwest Conference Championship,"May 4-6, 2017",3,131-118-116=365,+149,35th/35
SEASON TOTALS,SEASON TOTALS,11,1310 Avg. 119.1,+48,-
