0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Mount Mercy Dual,"Sep 18, 2016",1,84,+14,10th/12
Pima CC Dual Meet,"Mar 23, 2017",1,86,+14,9th/10
Prairie Fire Invitational,"Mar 31-Apr 1, 2017",2,85-90=175,+31,t-75th/100
Wartburg College Men's Spring Invite,"Apr 6, 2017",2,88-89=177,+33,t-65th/74
Augustana Spring Invitational,"Apr 14-15, 2017",2,89-97=186,+46,108th/112
Forester Spring Invite,"Apr 23, 2017",1,90,+18,t-52nd/70
Midwest Conference Championship,"May 4-6, 2017",3,92-88-94=274,+58,31st/35
SEASON TOTALS,SEASON TOTALS,12,1072 Avg. 89.3,+18,-
