Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Carchidi, Eva",SR-4,12.24,Jim Duncan Invitational,"Apr 12, 2024",2.0
,"Carchidi, Eva",SR-4,12.27,Midwest Conference Outdoor Championships,"May 10, 2024",0.0
,"Carchidi, Eva",SR-4,12.27,16th Annual PLNU Track and Field Invitational,"Mar 23, 2024",0.9
,"Carchidi, Eva",SR-4,12.28,Grinnell College Dick Young Classic,"Apr 20, 2024",0.8
,"Taylor, Ava",JR-3,13.17,Grinnell College Dick Young Classic,"Apr 20, 2024",0.8
,"Taylor, Ava",JR-3,13.23,Midwest Conference Outdoor Championships,"May 10, 2024",-1.7
,"Crowe, Maile",JR-3,13.39,Central College Dutch Invitational 2024,"Mar 28, 2024",-0.1
,"Taylor, Ava",JR-3,13.47,2024 Kip Janvrin Open,"Apr 25, 2024",0.8
,"Thompson, Klaire",FR-1,13.87,16th Annual PLNU Track and Field Invitational,"Mar 23, 2024",0.4
,"Phillips, KaLanna",FR-1,14.08,Grinnell College Dick Young Classic,"Apr 20, 2024",0.8
,"Phillips, KaLanna",FR-1,14.13,2024 Kip Janvrin Open,"Apr 25, 2024",1.1
,"Phillips, KaLanna",FR-1,14.13,Midwest Conference Outdoor Championships,"May 10, 2024",-1.7
,"Natalie, Alexandra",SO-2,15.7,Grinnell College Dick Young Classic,"Apr 20, 2024",0.6
,"Natalie, Alexandra",SO-2,16.08,2024 Kip Janvrin Open,"Apr 25, 2024",1.4
