Stat,Value,Player/Opponent
Rushes,57,vs Illinois College (10/17/2015)
Yards Rushing,509,vs Luther College (9/19/2015)
TD Rushes,7,vs Luther College (9/19/2015)
Pass Attempts,37,vs Lawrence University (11/14/2015)
Pass Completions,28,vs Cornell College (10/10/2015)
Yards Passing,419,vs Illinois College (10/17/2015)
TD Passes,6,vs Cornell College (10/10/2015)
