Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 3, 1999 (Friday)",6 pm,Neutral,Wheaton College (Ill.),"Elmhurst, IL",,,Elmhurst Invitational,"W,3-0",
"September 3, 1999 (Friday)",8 pm,Neutral,University of Wisconsin-Oshkosh,"Elmhurst, IL",,,Elmhurst Invitational,"L,0-3",
"September 4, 1999 (Saturday)",10 am,Neutral,Saint Mary's University (Minn.),"Elmhurst, IL",,,Elmhurst Invitational,"L,1-3",
"September 4, 1999 (Saturday)",12 pm,Neutral,Marian University,"Elmhurst, IL",,,Elmhurst Invitational,"L,0-3",
"September 7, 1999 (Tuesday)",,Home,Carthage College,"Lake Forest, IL",,,,"W,3-0",
"September 10, 1999 (Friday)",6 pm,Neutral,Lakeland University,"Bloomington, IL",,,Illinois Wesleyan University Classic,"W,3-2",
"September 10, 1999 (Friday)",8 pm,Neutral,Otterbein University,"Bloomington, IL",,,Illinois Wesleyan University Classic,"W,3-1",
"September 11, 1999 (Saturday)",12 pm,Away,Illinois Wesleyan University,"Bloomington, IL",,,Illinois Wesleyan University Classic,"L,2-3",
"September 11, 1999 (Saturday)",2 pm,Neutral,Millikin University,"Bloomington, IL",,,Illinois Wesleyan University Classic,"L,0-3",
"September 14, 1999 (Tuesday)",,Home,Saint Mary's College (IN),"Lake Forest, IL",,,,"W,3-2",
"September 16, 1999 (Thursday)",6 pm,Neutral,North Central College,"Lisle, IL",,,Red & Black Triangular,"W,3-1",
"September 16, 1999 (Thursday)",8 pm,Away,Benedictine University,"Lisle, IL",,,Red & Black Triangular,"W,3-1",
"September 21, 1999 (Tuesday)",,Away,Judson University,"Elgin, IL",,,,"W,3-0",
"September 25, 1999 (Saturday)",,Away,Grinnell College,"Grinnell, IA",,,,"W,3-1",
"September 28, 1999 (Tuesday)",,Home,Monmouth College,"Lake Forest, IL",,,,"W,3-0",
"September 30, 1999 (Thursday)",,Away,Elmhurst University,"Elmhurst, IL",,,,"L,1-3",
"October 2, 1999 (Saturday)",10 am,Home,Beloit College,"Lake Forest, IL",,,Forester Invitational,"W,3-0",
"October 2, 1999 (Saturday)",12 pm,Home,Augustana College (IL),"Lake Forest, IL",,,Forester Invitational,"L,2-3",
"October 2, 1999 (Saturday)",2 pm,Home,Trinity International University,"Lake Forest, IL",,,Forester Invitational,"W,3-0",
"October 7, 1999 (Thursday)",,Home,Wheaton College (Ill.),"Lake Forest, IL",,,,"L,2-3",
"October 12, 1999 (Tuesday)",,Away,University of Chicago,"Chicago, IL",,,,"L,2-3",
"October 22, 1999 (Friday)",,Away,Knox College,"Galesburg, IL",,,,"W,3-0",
"October 27, 1999 (Wednesday)",,Home,Barat College,"Lake Forest, IL",,,,"W,3-0",
"October 29, 1999 (Friday)",,Home,Illinois Wesleyan University,"Lake Forest, IL",,,,"L,0-3",
"October 30, 1999 (Saturday)",,Home,Illinois College,"Lake Forest, IL",,,,"W,3-0",
"November 5, 1999 (Friday)",,Neutral,Lawrence University,"Ripon, WI",,,Midwest Conference Tournament,"W,3-0",
"November 6, 1999 (Saturday)",10 am,Neutral,Illinois College,"Ripon, WI",,,Midwest Conference Tournament,"W,3-0",
"November 6, 1999 (Saturday)",12 pm,Neutral,Carroll University,"Ripon, WI",,,Midwest Conference Tournament,"W,3-0",
"November 11, 1999 (Thursday)",,Neutral,Calvin University,"Whitewater, WI",,,NCAA Division III Tournament,"W,3-1",
"November 12, 1999 (Friday)",,Neutral,Mount St. Joseph University,"Whitewater, WI",,,NCAA Division III Tournament,"L,2-3",
