Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 24, 2019 (Sunday)",2:00 p.m.,Neutral,University of St. Thomas,"Rochester, MN",,,,"L,0-9",Box ScoreRecap
"February 24, 2019 (Sunday)",4:00 p.m.,Neutral,University of Wisconsin-Stout,"Rochester, MN",,,,"L,6-12",Box ScoreRecap
"March 17, 2019 (Sunday)",3:45 p.m.,Neutral,Springfield College,"Clermont, FL / Legends Wall Ballfields",,,,"L,6-10",Box ScoreRecap
"March 17, 2019 (Sunday)",6:00 p.m.,Neutral,St. Joseph's College - LI,"Clermont, FL / Legends Wall Ballfields",,,,"L,7-10",Box ScoreRecap
"March 18, 2019 (Monday)",4:00 p.m.,Neutral,Bowdoin College,"Clermont, FL / Legends Wall Ballfields",,,,"L,6-14",Box ScoreRecap
"March 18, 2019 (Monday)",6:15 p.m.,Neutral,Tufts University,"Clermont, FL / Legends Wall Ballfields",,,,"L,0-8",Box ScoreRecap
"March 19, 2019 (Tuesday)",1:45 p.m.,Neutral,Calvin College,"Clermont, FL / Legends Wall Ballfields",,,,"L,0-15",Box ScoreRecap
"March 19, 2019 (Tuesday)",3:45 p.m.,Neutral,Benedictine University,"Clermont, FL / Legends Wall Ballfields",,,,"L,0-8",Box ScoreRecap
"March 21, 2019 (Thursday)",9:00 a.m.,Neutral,Concordia University (Wis.),"Clermont, FL / Hancock Recreational Complex",,,,"L,3-4",Box ScoreRecap
"March 21, 2019 (Thursday)",11:15 a.m.,Neutral,Marian University,"Clermont, FL / Hancock Recreational Complex",,,,"L,1-10",Box ScoreRecap
"March 22, 2019 (Friday)",9:45 a.m.,Neutral,Rowan University,"Kissimmee, FL / Osceola Softball Complex",,,,"W,5-4(8 innings)",Box ScoreRecap
"March 22, 2019 (Friday)",2:00 p.m.,Neutral,Rutgers-Newark,"Kissimmee, FL / Osceola Softball Complex",,,,"W,5-3",Box ScoreRecap
"March 26, 2019 (Tuesday)",3:00 p.m.,Away,Loras College,"Dubuque, IA",,,,"L,0-10",Box ScoreRecap
"March 26, 2019 (Tuesday)",5:00 p.m.,Away,Loras College,"Dubuque, IA",,,,"L,6-9",Box ScoreRecap
"March 28, 2019 (Thursday)",3:00 p.m.,Away,Buena Vista University,"Storm Lake, IA",,,,"L,2-4",Box ScoreRecap
"March 28, 2019 (Thursday)",5:00 p.m.,Away,Buena Vista University,"Storm Lake, IA",,,,"L,1-9",Box ScoreRecap
"March 31, 2019 (Sunday)",2:00 p.m.,Home,University of Wisconsin-Stevens Point,"Grinnell, IA",,,,"L,4-5",Box ScoreRecap
"March 31, 2019 (Sunday)",4:00 p.m.,Home,University of Wisconsin-Stevens Point,"Grinnell, IA",,,,"W,12-7",Box ScoreRecap
"April 6, 2019 (Saturday)",1:00 p.m.,Home,Lake Forest College,"Grinnell, IA",,,,"W,5-3",Box ScoreRecap
"April 6, 2019 (Saturday)",3:00 p.m.,Home,Lake Forest College,"Grinnell, IA",,,,"L,3-5",Box ScoreRecap
"April 7, 2019 (Sunday)",Noon,Home,Beloit College,"Grinnell, IA",,,,"W,6-4",Box ScoreRecap
"April 7, 2019 (Sunday)",2:00 p.m.,Home,Beloit College,"Grinnell, IA",,,,"W,10-1",Box ScoreRecap
"April 13, 2019 (Saturday)",3:00 p.m.,Neutral,St. Norbert College,"Mount Vernon, Iowa",,,,"L,5-9",Box ScoreRecap
"April 13, 2019 (Saturday)",5:00 p.m.,Neutral,St. Norbert College,"Mount Vernon, Iowa",,,,"W,8-5",Box ScoreRecap
"April 16, 2019 (Tuesday)",3:00 p.m.,Home,Cornell College,"Grinnell, IA",,,,"W,5-4",Box ScoreRecap
"April 16, 2019 (Tuesday)",5:00 p.m.,Home,Cornell College,"Grinnell, IA",,,,"W,4-2",Box ScoreRecap
"April 19, 2019 (Friday)",Noon,Away,Illinois College,"Jacksonville, IL",,,,"L,1-9",Box ScoreRecap
"April 19, 2019 (Friday)",2:00 p.m.,Away,Illinois College,"Jacksonville, IL",,,,"L,2-11",Box ScoreRecap
"April 20, 2019 (Saturday)",1:00 p.m.,Home,Knox College,"Grinnell, IA",,,,"W,10-0",Box ScoreRecap
"April 20, 2019 (Saturday)",3:00 p.m.,Home,Knox College,"Grinnell, IA",,,,"W,13-7",Box ScoreRecap
"April 23, 2019 (Tuesday)",5:00 p.m.,Away,Simpson College,"Indianola, IA",,,,"W,9-1",Box ScoreRecap
"April 23, 2019 (Tuesday)",7:00 p.m.,Away,Simpson College,"Indianola, IA",,,,"W,6-2",Box ScoreRecap
"April 24, 2019 (Wednesday)",3:00 p.m.,Home,Monmouth College,"Grinnell, IA",,,,"W,6-1",Box ScoreRecap
"April 24, 2019 (Wednesday)",5:00 p.m.,Home,Monmouth College,"Grinnell, IA",,,,"W,2-1",Box ScoreRecap
"April 26, 2019 (Friday)",5:30 p.m.,Neutral,Ripon College,"Janesville, WI",,,,"W,6-4",Box ScoreRecap
"April 26, 2019 (Friday)",7:30 p.m.,Neutral,Ripon College,"Janesville, WI",,,,"W,21-17",Box ScoreRecap
"April 28, 2019 (Sunday)",Noon,Away,Lawrence University,"Appleton, WI",,,,"L,1-3",Box ScoreRecap
"April 28, 2019 (Sunday)",2:00 p.m.,Away,Lawrence University,"Appleton, WI",,,,"W,12-2",Box ScoreRecap
"May 3, 2019 (Friday)",10:30 a.m.,Away,Lake Forest College,"Wheeling, IL (Heritage Park)",,,2019 Midwest Conference Tournament,"L,3-7",Box ScoreRecap
"May 3, 2019 (Friday)",1:00 p.m.,Neutral,Illinois College,"Wheeling, IL (Heritage Park)",,,2019 Midwest Conference Tournament,"W,1-0",Box ScoreRecap
"May 4, 2019 (Saturday)",10:00 a.m.,Neutral,St. Norbert College,"Lake Forest, IL",,,2019 Midwest Conference Tournament,"L,6-8",Box ScoreRecap
