Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 7, 2020 (Saturday)",10 am,Neutral,Wis.-River Falls,"Rochester, Minn.",,,"W,8-4",Box ScoreRecapLive stats
"March 7, 2020 (Saturday)",12 pm,Neutral,Macalester,"Rochester, Minn.",,,"L,3-11",Box ScoreRecapLive stats
"March 8, 2020 (Sunday)",10 am,Neutral,St. Catherine,"Rochester, Minn.",,,"L,5-7",Box ScoreRecapLive stats
"March 8, 2020 (Sunday)",2 pm,Neutral,Luther,"Rochester, Minn.",,,"L,1-11",Box ScoreRecapLive stats
"March 20, 2020 (Friday)",2:45 pm,Neutral,Salem St.,Clermont. Fla.,,,,
"March 20, 2020 (Friday)",5 pm,Neutral,Smith,"Clermont, Fla.",,,,
"March 21, 2020 (Saturday)",2:45 pm,Neutral,Manchester,"Clermont, Fla.",,,,
"March 21, 2020 (Saturday)",5:15 pm,Neutral,Edgewood,"Clermont, Fla.",,,,Live stats
"March 23, 2020 (Monday)",10:15 am,Neutral,Oberlin,"Clermont, Fla.",,,,
"March 23, 2020 (Monday)",2:30 pm,Neutral,Kalamazoo,"Clermont, Fla.",,,,
"March 24, 2020 (Tuesday)",10 am,Neutral,Augustana (Ill.),"Clermont, Fla.",,,,
"March 24, 2020 (Tuesday)",12:15 pm,Neutral,Wis.-Platteville,"Clermont, Fla.",,,,
"March 26, 2020 (Thursday)",2:45 pm,Neutral,Miami-Hamilton,"Clermont, Fla.",,,,
"March 26, 2020 (Thursday)",5 pm,Neutral,Middlebury,"Clermont, Fla.",,,,
"March 27, 2020 (Friday)",9:45 am,Neutral,Elmhurst,"Clermont, Fla.",,,,
"March 27, 2020 (Friday)",12 pm,Neutral,Colby,"Clermont, Fla.",,,,
"April 1, 2020 (Wednesday)",3 pm,Home,Alverno,,,,,
"April 1, 2020 (Wednesday)",5 pm,Home,Alverno,,,,,
"April 4, 2020 (Saturday)",1 pm,Away,Illinois Col.,"Jacksonville, IL",,,,
"April 4, 2020 (Saturday)",3 pm,Away,Illinois Col.,"Jacksonville, IL",,,,
"April 5, 2020 (Sunday)",1 pm,Away,Monmouth (Ill.),"Monmouth, IL",,,,
"April 5, 2020 (Sunday)",3 pm,Away,Monmouth (Ill.),"Monmouth, IL",,,,
"April 10, 2020 (Friday)",3 pm,Away,Lake Forest,"Lake Forest, IL",,,,
"April 10, 2020 (Friday)",5 pm,Away,Lake Forest,"Lake Forest, IL",,,,
"April 11, 2020 (Saturday)",12 pm,Away,Chicago,"Chicago, IL",,,,
"April 11, 2020 (Saturday)",2 pm,Away,Chicago,"Chicago, IL",,,,
"April 16, 2020 (Thursday)",3 pm,Home,St. Norbert,,,,,
"April 16, 2020 (Thursday)",5 pm,Home,St. Norbert,,,,,
"April 18, 2020 (Saturday)",1 pm,Home,Cornell College,,,,,
"April 18, 2020 (Saturday)",3 pm,Home,Cornell College,,,,,
"April 19, 2020 (Sunday)",1 pm,Home,Knox,,,,,
"April 19, 2020 (Sunday)",3 pm,Home,Knox,,,,,
"April 21, 2020 (Tuesday)",3 pm,Away,Ripon,"Ripon, WI",,,,
"April 21, 2020 (Tuesday)",5 pm,Away,Ripon,"Ripon, WI",,,,
"April 22, 2020 (Wednesday)",3 pm,Home,Beloit,,,,,
"April 22, 2020 (Wednesday)",5 pm,Home,Beloit,,,,,
"April 25, 2020 (Saturday)",1 pm,Neutral,Grinnell,TBA,,,,
"April 25, 2020 (Saturday)",3 pm,Neutral,Grinnell,TBA,,,,
"April 28, 2020 (Tuesday)",3 pm,Home,Mount Mary,,,,,
"April 28, 2020 (Tuesday)",5 pm,Home,Mount Mary,,,,,
