Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Carlson, Athena",SR-4,3.07m,"10' 0.75""",Midwest Conference Indoor Championships,"Feb 27, 2015"
,"Goldman, Elsa",SR-4,2.90m,"9' 6.25""",Wartburg Indoor Invite,"Feb 21, 2015"
,"Carlson, Athena",JR-3,2.90m,"9' 6.25""",Grinnell Indoor Invitational,"Feb 7, 2015"
,"Goldman, Elsa",SR-4,2.77m,"9' 1""",Midwest Conference Indoor Championships,"Feb 27, 2015"
,"Carlson, Athena",SR-4,2.75m,"9' 0.25""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015"
,"Carlson, Athena",JR-3,2.75m,"9' 0.25""",Grinnell Indoor Invitational,"Feb 7, 2015"
,"Goldman, Elsa",SR-4,2.75m,"9' 0.25""",Wartburg Indoor Invite,"Feb 21, 2015"
,"McConnell, Samantha",SO-2,2.60m,"8' 6.25""",Wartburg Indoor Invite,"Feb 21, 2015"
,"Carlson, Athena",JR-3,2.60m,"8' 6.25""",Grinnell Indoor Invitational,"Feb 7, 2015"
,"McConnell, Samantha",SO-2,2.47m,"8' 1.25""",Midwest Conference Indoor Championships,"Feb 27, 2015"
,"McConnell, Samantha",SO-2,2.45m,"8' 0.5""",Wartburg Indoor Invite,"Feb 21, 2015"
,"McConnell, Samantha",SO-2,2.45m,"8' 0.5""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015"
,"McConnell, Samantha",SO-2,2.30m,"7' 6.5""",2015 Hilltop Invite,"Jan 31, 2015"
,"McConnell, Samantha",SO-2,2.30m,"7' 6.5""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015"
,"McConnell, Samantha",SO-2,2.30m,"7' 6.5""",Wartburg Indoor Invite,"Feb 21, 2015"
,"McConnell, Samantha",SO-2,2.20m,"7' 2.5""",2015 Hilltop Invite,"Jan 31, 2015"
,"McConnell, Samantha",SO-2,2.15m,"7' 0.5""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015"
,"McConnell, Samantha",SO-2,2.10m,"6' 10.75""",2015 Hilltop Invite,"Jan 31, 2015"
,"Cook, Hannah",FR-1,1.85m,"6' 0.75""",2015 Grinnell Darren Young Indoor Classic,"Feb 14, 2015"
