Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Miller, Eloise",SR-4,11.23m,"36' 10.25""",Midwest Conference Indoor Championships,"Feb 27, 2015",0.0
,"Miller, Eloise",SR-4,11.21m,"36' 9.5""",UW-Platteville Final Qualifying Meet,"Mar 6, 2015",0.0
,"Miller, Eloise",SR-4,10.91m,"35' 9.5""",Midwest Conference Indoor Championships,"Feb 27, 2015",0.0
,"Miller, Eloise",SR-4,10.90m,"35' 9.25""",UW-Platteville Final Qualifying Meet,"Mar 6, 2015",0.0
,"Miller, Eloise",SR-4,10.87m,"35' 8""",UW-Platteville Final Qualifying Meet,"Mar 6, 2015",0.0
,"Miller, Eloise",SR-4,10.74m,"35' 3""",Midwest Conference Indoor Championships,"Feb 27, 2015",0.0
,"Miller, Eloise",JR-3,10.69m,"35' 1""",Dutch Athletics Classic,"Jan 23, 2015",0.0
,"Miller, Eloise",JR-3,10.67m,"35' 0.25""",Grinnell Indoor Invitational,"Feb 7, 2015",0.0
,"Miller, Eloise",SR-4,10.62m,"34' 10.25""",Wartburg Indoor Invite,"Feb 21, 2015",0.0
,"Miller, Eloise",SR-4,10.60m,"34' 9.5""",Wartburg Indoor Invite,"Feb 21, 2015",0.0
,"Miller, Eloise",JR-3,10.53m,"34' 6.75""",2015 Hilltop Invite,"Jan 31, 2015",0.0
,"Miller, Eloise",JR-3,10.49m,"34' 5""",Dutch Athletics Classic,"Jan 23, 2015",0.0
,"Miller, Eloise",SR-4,10.47m,"34' 4.25""",UW-Platteville Final Qualifying Meet,"Mar 6, 2015",0.0
,"Miller, Eloise",SR-4,10.39m,"34' 1.25""",Wartburg Indoor Invite,"Feb 21, 2015",0.0
,"Miller, Eloise",JR-3,10.30m,"33' 9.5""",Dutch Athletics Classic,"Jan 23, 2015",0.0
,"Miller, Eloise",JR-3,10.29m,"33' 9.25""",2015 Hilltop Invite,"Jan 31, 2015",0.0
,"Miller, Eloise",JR-3,10.29m,"33' 9.25""",Dutch Athletics Classic,"Jan 23, 2015",0.0
