Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"November 26, 1982 (Friday)",,Away,George Williams,"Downers Grove, IL",,,"L,58-75",
"November 27, 1982 (Saturday)",,Away,Mount St. Clare,"Clinton, IA",,,"W,92-71",
"November 30, 1982 (Tuesday)",,Away,Cornell,"Mount Vernon, IA",,,"W,60-56",
"December 4, 1982 (Saturday)",,Home,Northwestern (MN),"Grinnell, IA",,,"L,81-82(2OT)",
"December 8, 1982 (Wednesday)",,Home,Carleton,"Grinnell, IA",,,"W,77-69",
"December 11, 1982 (Saturday)",,Home,Mount St. Clare,"Grinnell, IA",,,"L,77-78",
"January 12, 1983 (Wednesday)",,Away,Fisk University,"Nashville, TN",,,"L,57-68",
"January 13, 1983 (Thursday)",,Away,Lane College,"Jackson, TN",,,"L,52-70",
"January 18, 1983 (Tuesday)",,Away,Coe,"Cedar Rapids, IA",,,"L,65-82",
"January 21, 1983 (Friday)",,Away,Beloit,"Beloit, WI",,,"L,56-66",
"January 22, 1983 (Saturday)",,Away,Lawrence,"Appleton, WI",,,"L,73-85",
"January 28, 1983 (Friday)",,Home,Monmouth,"Grinnell, IA",,,"L,70-76(2OT)",
"January 29, 1983 (Saturday)",,Home,Knox,"Grinnell, IA",,,"L,65-84",
"February 1, 1983 (Tuesday)",,Away,Wartburg,"Waverly, IA",,,"L,57-100",
"February 5, 1983 (Saturday)",,Home,Ripon,"Grinnell, IA",,,"W,68-67",
"February 8, 1983 (Tuesday)",,Home,Iowa Wesleyan,"Grinnell, IA",,,"W,73-69(2OT)",
"February 12, 1983 (Saturday)",,Away,Carleton,"Northfield, MN",,,"L,62-69",
"February 15, 1983 (Tuesday)",,Home,Coe,"Grinnell, IA",,,"L,68-75",
"February 18, 1983 (Friday)",,Away,Monmouth,"Monmouth, IL",,,"L,85-112",
"February 19, 1983 (Saturday)",,Away,Knox,"Galesburg, IL",,,"W,66-64",
"February 22, 1983 (Tuesday)",,Home,Cornell,"Grinnell, IA",,,"W,46-45",
"February 26, 1983 (Saturday)",,Home,Lake Forest,"Grinnell, IA",,,"L,88-90(2OT)",
