Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Luhmann, Emma",FR-1,40:09.47,MWC Conference Championships,"May 8, 2015"
,"Seer, Diana",JR-3,40:13.06,MWC Conference Championships,"May 8, 2015"
