Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 8, 2013 (Friday)",10:00 AM,Neutral,Presentation,"Tucson, Ariz.",,,"L,5-6",Box Score
"March 8, 2013 (Friday)",10:00 AM,Neutral,Presentation,"Tucson, Ariz.",,,"W,13-7",Box Score
"March 9, 2013 (Saturday)",11:00 AM,Neutral,Northland,"Tucson, Ariz.",,,"L,3-5",Box Score
"March 9, 2013 (Saturday)",11:00 AM,Neutral,Northland,"Tucson, Ariz.",,,"L,7-9",Box Score
"March 10, 2013 (Sunday)",12:00 PM,Neutral,Marian,"Tucson, Ariz.",,,"L,7-15",Box Score
"March 12, 2013 (Tuesday)",1:00 PM,Neutral,Bethany Lutheran,"Tucson, Ariz.",,,"W,9-8",Box Score
"March 13, 2013 (Wednesday)",12:00 PM,Neutral,Marian,"Tucson, Ariz.",,,"L,3-11",Box Score
"March 23, 2013 (Saturday)",1:00 PM,Neutral,Presentation,Pleasant Hill,,,"L,7-9",Box Score
"March 23, 2013 (Saturday)",1:00 PM,Neutral,Presentation,Pleasant Hill,,,"L,3-6",Box Score
"March 24, 2013 (Sunday)",11:00 AM,Neutral,Presentation,Pleasant Hill,,,Canceled,
"March 24, 2013 (Sunday)",11:00 AM,Neutral,Presentation,Pleasant Hill,,,Canceled,
"March 25, 2013 (Monday)",7:00 PM,Neutral,Saint Mary's,"Minneapolis, Minn.",,,"L,3-4",Box Score
"April 2, 2013 (Tuesday)",5:00 PM,Home,Central,Mount Vernon,,,"L,11-12",Box Score
"April 3, 2013 (Wednesday)",6:00 PM,Home,Loras College,Mount Vernon,,,"W,17-6",Box Score
"April 6, 2013 (Saturday)",12:00 PM,Home,Robert Morris-Springfield,Mount Vernon,,,"W,4-0",Box Score
"April 6, 2013 (Saturday)",12:00 PM,Home,Robert Morris-Springfield,Mount Vernon,,,"W,19-6",Box Score
"April 8, 2013 (Monday)",6:00 PM,Away,Clarke University,Dubuque,,,"L,7-8",Box Score
"April 13, 2013 (Saturday)",12:00 PM,Home,Knox College,Mount Vernon,,,"W,14-4",Box Score
"April 13, 2013 (Saturday)",12:00 PM,Home,Knox College,Mount Vernon,,,"L,4-8",Box Score
"April 14, 2013 (Sunday)",12:00 PM,Away,Knox College,"Galesburg, Ill.",,,"W,14-6",Box Score
"April 14, 2013 (Sunday)",12:00 PM,Away,Knox College,"Galesburg, Ill.",,,"L,3-6",Box Score
"April 16, 2013 (Tuesday)",4:30 PM,Away,Coe College,Cedar Rapids,,,"L,3-10",Box Score
"April 20, 2013 (Saturday)",12:00 PM,Away,Grinnell,Grinnell,,,"L,1-2",Box Score
"April 20, 2013 (Saturday)",12:00 PM,Away,Grinnell,Grinnell,,,"W,5-3",Box Score
"April 21, 2013 (Sunday)",12:00 PM,Home,Grinnell,Mount Vernon,,,"L,0-15",Box Score
"April 21, 2013 (Sunday)",12:00 PM,Home,Grinnell,Mount Vernon,,,"L,1-14",Box Score
"April 22, 2013 (Monday)",5:30 PM,Home,Iowa Wesleyan,Mount Vernon,,,"L,2-7",Box Score
"April 22, 2013 (Monday)",5:30 PM,Home,Iowa Wesleyan,Mount Vernon,,,"L,4-5",Box Score
"April 24, 2013 (Wednesday)",7:00 PM,Away,Augustana College,"Rock Island, Ill.",,,"L,10-19",Box Score
"April 26, 2013 (Friday)",1:00 PM,Away,Illinois College,"Jacksonville, Ill.",,,"L,8-13",Box Score
"April 26, 2013 (Friday)",1:00 PM,Away,Illinois College,"Jacksonville, Ill.",,,"L,8-9",Box Score
"April 27, 2013 (Saturday)",11:00 AM,Away,Illinois College,"Jacksonville, Ill.",,,"W,7-5",Box Score
"April 27, 2013 (Saturday)",11:00 AM,Away,Illinois College,"Jacksonville, Ill.",,,"W,4-0",Box Score
"May 5, 2013 (Sunday)",12:00 PM,Home,Monmouth,"Monmouth, Ill.",,,"W,8-5",Box Score
"May 5, 2013 (Sunday)",12:00 PM,Away,Monmouth,Mount Vernon,,,"L,4-5",Box Score
"May 5, 2013 (Sunday)",12:00 PM,Away,Monmouth,"Monmouth, Ill.",,,"W,13-6",Box Score
