Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 2, 2017 (Saturday)",1 pm,Home,Presentation,,,,"L,10-40",Box ScoreRecapVideo
"September 9, 2017 (Saturday)",1 pm,Away,Finlandia,,,,"W,27-22",Box ScoreRecapVideo
"September 23, 2017 (Saturday)",7 pm,Home,Lake Forest,,,,"L,26-42",Box ScoreRecapVideoVideo
"September 30, 2017 (Saturday)",1 pm,Away,Monmouth (Ill.),,,,"L,0-34",Box ScoreRecapVideo
"October 7, 2017 (Saturday)",1 pm,Away,Chicago,,,,"L,8-28",Box ScoreRecap
"October 14, 2017 (Saturday)",1 pm,Home,Macalester,,,,"L,18-21",Box ScoreRecapVideo
"October 21, 2017 (Saturday)",1 pm,Away,St. Norbert,,,,"L,6-38",Box ScoreRecapVideoVideoLive stats
"October 28, 2017 (Saturday)",1 pm,Away,Beloit,,,,"W,49-13",Box ScoreRecapLive statsVideo
"November 4, 2017 (Saturday)",1 pm,Home,Ripon,,,,"L,7-14",Box ScoreRecapVideo
"November 11, 2017 (Saturday)",1 pm,Away,Knox,,,,"L,0-30",Box ScoreRecapVideo
