Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"November 8, 2018 (Thursday)",7:00 p.m.,Away,Nebraska Wesleyan University,"Lincoln, NE",,,,"L,90-143",Box ScoreRecap
"November 13, 2018 (Tuesday)",6:30 p.m.,Home,Eureka College,"Grinnell, IA/Darby Gymnasium",,,,"W,131-108",Box ScoreRecap
"November 15, 2018 (Thursday)",7:00 p.m.,Home,Emmaus,"Grinnell, IA/Darby Gymnasium",,,,"W,164-107",Box ScoreRecap
"November 20, 2018 (Tuesday)",8:00 p.m.,Away,Central College,"Pella, IA",,,,"L,96-105",Box ScoreRecap
"November 25, 2018 (Sunday)",1:00 p.m.,Home,Wright State Lake University,"Grinnell, IA/Darby Gymnasium",,,,"W,177-129",Box ScoreRecap
"November 30, 2018 (Friday)",7:30 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"W,108-100",Box ScoreRecap
"December 1, 2018 (Saturday)",3:00 p.m.,Away,Lawrence University,"Appleton, WI",,,,"W,122-107",Box ScoreRecap
"December 5, 2018 (Wednesday)",7:30 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"W,121-104",Box ScoreRecap
"December 8, 2018 (Saturday)",3:00 p.m.,Home,Knox College,"Grinnell, IA/Darby Gymnasium",,,,"W,129-61",Box ScoreRecap
"December 9, 2018 (Sunday)",Noon,Home,Colorado College,"Grinnell, IA/Darby Gymnasium",,,,"W,140-107",Box ScoreRecap
"December 16, 2018 (Sunday)",5:00 p.m.,Home,Illinois College,"Grinnell, IA/Darby Gymnasium",,,,"W,107-81",Box ScoreRecap
"January 2, 2019 (Wednesday)",7:30 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"L,88-116",Box ScoreRecap
"January 5, 2019 (Saturday)",3:00 p.m.,Away,Ripon College,"Ripon, WI",,,,"L,109-111",Box ScoreRecap
"January 8, 2019 (Tuesday)",7:30 p.m.,Away,Illinois College,"Jacksonville, IL",,,,"W,106-95",Box ScoreRecap
"January 12, 2019 (Saturday)",3:00 p.m.,Home,Lawrence University,"Grinnell, IA/Darby Gymnasium",,,,"W,135-104",Box ScoreRecap
"January 16, 2019 (Wednesday)",7:30 p.m.,Home,Cornell College,"Grinnell, IA/Darby Gymnasium",,,,"W,123-75",Box ScoreRecap
"January 19, 2019 (Saturday)",4:30 pm,Away,Knox College,"Galesburg, IL",,,,"W,126-87",Box ScoreRecap
"January 25, 2019 (Friday)",7:30 p.m.,Home,St. Norbert College,"Grinnell, IA/Darby Gymnasium",,,,"W,102-96",Box ScoreRecap
"January 26, 2019 (Saturday)",3:00 p.m.,Home,Ripon College,"Grinnell, IA/Darby Gymnasium",,,,"W,107-92",Box ScoreRecap
"January 31, 2019 (Thursday)",8:00 p.m.,Home,Beloit College,"Grinnell, IA/Darby Gymnasium",,,,"W,110-83",Box ScoreRecap
"February 2, 2019 (Saturday)",3:00 p.m.,Home,Monmouth College,"Grinnell, IA/Darby Gymnasium",,,,"W,107-94",Box ScoreRecap
"February 9, 2019 (Saturday)",3:00 p.m.,Away,St. Norbert College,De Pere. WI,,,,"L,97-116",Box ScoreRecap
"February 13, 2019 (Wednesday)",7:30 p.m.,Away,Beloit College,"Beloit, WI",,,,"W,121-104",Box ScoreRecap
"February 16, 2019 (Saturday)",3:00 p.m.,Home,Lake Forest College,"Grinnell, IA/Darby Gymnasium",,,,"W,125-119",Box ScoreRecap
"February 22, 2019 (Friday)",5:00 p.m.,Neutral,Lake Forest College (Semifinal),"De Pere, WI",,,2019 Midwest Conference Tournament,"L,77-99",Box ScoreRecap
