Stat,Value,Player/Opponent
Rushes,50,vs Carleton College (9/1/2012)
Yards Rushing,131,vs Cornell College (11/10/2012)
TD Rushes,2,vs Cornell College (11/10/2012)
Pass Attempts,49,vs Cornell College (11/10/2012)
Pass Completions,28,vs Monmouth College (10/6/2012)
Yards Passing,285,vs Cornell College (11/10/2012)
TD Passes,3,vs Monmouth College (10/6/2012)
