Stat,Value,Player/Opponent
Rushes,55,vs Carroll University (10/20/2012)
Yards Rushing,336,vs Ripon College (10/13/2012)
TD Rushes,5,vs Ripon College (10/13/2012)
Pass Attempts,48,vs Illinois College (9/8/2012)
Pass Completions,34,vs Illinois College (9/8/2012)
Yards Passing,580,vs Illinois College (9/8/2012)
TD Passes,7,vs Illinois College (9/8/2012)
