Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 31, 2013 (Saturday)",4 p.m.,Neutral,Martin Luther College,"Storm Lake, IA",,,,"W,2-1",Box ScoreRecap
"September 1, 2013 (Sunday)",2 p.m.,Away,Buena Vista University,"Storm Lake, IA",,,,"W,3-2",Box ScoreRecap
"September 4, 2013 (Wednesday)",5 p.m.,Home,Webster University,"Jacksonville, IL",,,,"L,0-1",Box ScoreRecap
"September 8, 2013 (Sunday)",12 p.m.,Home,Westminster College (MO),"Jacksonville, IL",,,,"T,2-2",Box ScoreRecap
"September 10, 2013 (Tuesday)",3 p.m.,Home,Fontbonne University,"Jacksonville, IL",,,,"L,2-3",Box ScoreRecap
"September 15, 2013 (Sunday)",1 p.m.,Away,Concordia University Chicago,"River Forest, IL",,,,"W,1-0",Box ScoreRecap
"September 18, 2013 (Wednesday)",5 p.m.,Home,Robert Morris University (Ill.)-Springfield,"Jacksonville, IL",,,,"W,4-0",Box ScoreRecap
"September 21, 2013 (Saturday)",1:30 p.m.,Home,Lawrence University,"Jacksonville, IL (1211 N. Diamond)",,,,"L,0-1",Box ScoreRecap
"September 22, 2013 (Sunday)",1:30 p.m.,Home,St. Norbert College,"Jacksonville, IL",,,,"L,0-2",Box ScoreRecap
"September 25, 2013 (Wednesday)",4 p.m.,Home,Iowa Wesleyan College,"Jacksonville, IL",,,,"W,13-0",Box ScoreRecap
"September 28, 2013 (Saturday)",1:30 p.m.,Away,Ripon College,"Ripon, WI",,,,"W,1-0",Box ScoreRecap
"October 3, 2013 (Thursday)",4 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"W,2-1",Box ScoreRecap
"October 8, 2013 (Tuesday)",1:30 p.m.,Home,Knox College,"Jacksonville, IL",,,,"W,1-0",Box ScoreRecap
"October 13, 2013 (Sunday)",1:30 p.m.,Home,Carroll University,"Jacksonville, IL",,,Play for the Cure/Adie's Game,"L,1-3",Box ScoreRecap
"October 19, 2013 (Saturday)",1:30 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"W,2-1",Box ScoreRecap
"October 26, 2013 (Saturday)",1:30 p.m.,Away,Beloit College,"Beloit, WI",,,,"T,0-0",Box ScoreRecap
"October 27, 2013 (Sunday)",1:30 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"L,0-2",Box ScoreRecap
"November 3, 2013 (Sunday)",12 p.m.,Home,Grinnell College,"Jacksonville, IL",,,,"W,1-0",Box ScoreRecap
