Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"November 8, 2023 (Wednesday)",7 p.m.,Home,Luther College,"Grinnell, IA/Darby Gymnasium",,,,"L,108-114",Box ScoreRecap
"November 10, 2023 (Friday)",7:30 p.m.,Home,Barclay College,"Grinnell, IA/Darby Gymnasium",,,,"W,151-102",Box ScoreRecap
"November 11, 2023 (Saturday)",1 p.m.,Home,Barclay College,"Grinnell, IA/Darby Gymnasium",,,,"W,150-91",Box ScoreRecap
"November 14, 2023 (Tuesday)",7 p.m.,Away,Wartburg College,"Waverly, IA",,,,"W,102-97",Box ScoreRecap
"November 18, 2023 (Saturday)",1 p.m.,Away,Principia College,"St. Louis, MO",,,,"W,110-102",Box ScoreRecap
"November 25, 2023 (Saturday)",1 p.m.,Home,Lake Forest College,"Grinnell, IA/Darby Gymnasium",,,,"W,148-123",Box ScoreRecap
"November 28, 2023 (Tuesday)",5:30 p.m.,Away,Knox College,"Galesburg, IL",,,,"W,89-87",Box ScoreRecap
"December 2, 2023 (Saturday)",1 p.m.,Home,Lawrence University,"Grinnell, IA/Darby Gymnasium",,,,"W,89-58",Box ScoreRecap
"December 6, 2023 (Wednesday)",5:30 p.m.,Home,Cornell College,"Grinnell, IA/Darby Gymnasium",,,,"W,98-84",Box ScoreRecap
"December 9, 2023 (Saturday)",2 p.m.,Home,Alma College,"Grinnell, IA/Darby Gymnasium",,,,"L,102-116",Box ScoreRecap
"December 30, 2023 (Saturday)",1 p.m.,Away,Blackburn College,"Carlinville, IL",,,,"W,125-91",Box ScoreRecap
"January 4, 2024 (Thursday)",5:30 p.m.,Away,Ripon College,"Ripon, WI",,,,"W,98-91",Box ScoreRecap
"January 6, 2024 (Saturday)",1 p.m.,Away,Lawrence University,"Appleton, WI",,,,"L,96-104",Box ScoreRecap
"January 10, 2024 (Wednesday)",5:30 p.m.,Home,Beloit College,"Grinnell, IA/Darby Gymnasium",,,,"W,108-93",Box ScoreRecap
"January 12, 2024 (Friday)",Noon,Home,Andrews University,"Grinnell, IA/Darby Gymnasium",,,,"W,166-95",Box ScoreRecap
"January 17, 2024 (Wednesday)",5:30 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"L,91-104",Box ScoreRecap
"January 20, 2024 (Saturday)",1 p.m.,Home,Ripon College,"Grinnell, IA/Darby Gymnasium",,,,"W,95-92",Box ScoreRecap
"January 23, 2024 (Tuesday)",5:30 p.m.,Home,Knox College,"Grinnell, IA/Darby Gymnasium",,,,"W,111-104",Box ScoreRecap
"January 27, 2024 (Saturday)",3 p.m.,Away,Illinois College,"Jacksonville, IL",,,,"W,95-89",Box ScoreRecap
"January 31, 2024 (Wednesday)",5:30 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"W,91-88",Box ScoreRecap
"February 3, 2024 (Saturday)",1 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"L,102-128",Box ScoreRecap
"February 7, 2024 (Wednesday)",5:30 p.m.,Home,Illinois College,"Grinnell, IA/Darby Gymnasium",,,,"W,118-101",Box ScoreRecap
"February 14, 2024 (Wednesday)",5:30 p.m.,Away,Beloit College,"Beloit, WI",,,,"L,97-117",Box ScoreRecap
"February 17, 2024 (Saturday)",1 p.m.,Home,Monmouth College,"Grinnell, IA/Darby Gymnasium",,,,"W,111-86",Box ScoreRecap
"February 23, 2024 (Friday)",7 p.m.,Neutral,Beloit College (Semifinal),"Jacksonville, IL",,,Midwest Conference Tournament,"W,118-115",Box ScoreRecap
"February 24, 2024 (Saturday)",3 p.m.,Away,Illinois College (Championship),"Jacksonville, IL",,,Midwest Conference Tournament,"L,84-108",Box ScoreRecap
