Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 3, 2023 (Friday)",11:00 AM,Neutral,Augustana (IL),"Topeka, KS",,,"Topeka, KS","L,0-5",Box ScoreRecap
"March 4, 2023 (Saturday)",12:00 PM,Neutral,UW-Platteville,"Topeka, KS",,,"Topeka, KS","W,8-710 inn.",Box ScoreRecap
"March 4, 2023 (Saturday)",3:00 PM,Neutral,Luther,"Topeka, KS",,,"Topeka, KS","W,8-710 inn.",Box ScoreRecap
"March 5, 2023 (Sunday)",2:00 PM,Neutral,Luther,"Topeka, KS",,,"Topeka, KS","L,12-1610 inn.",Box ScoreRecap
"March 11, 2023 (Saturday)",2:00 PM,Neutral,Thomas College,"Auburndale, FL",,,Spring Break,"W,4-2",Box ScoreRecap
"March 11, 2023 (Saturday)",4:30 PM,Neutral,Thomas College,"Auburndale, FL",,,Spring Break,"W,9-1",Box ScoreRecap
"March 12, 2023 (Sunday)",9:00 AM,Neutral,SUNY Poly,"Auburndale, FL",,,Spring Break,"W,10-1",Box ScoreRecap
"March 13, 2023 (Monday)",12:15 PM,Neutral,Greenville University,"Davenport, FL",,,Spring Break,"W,8-1",Box ScoreRecap
"March 15, 2023 (Wednesday)",12:30 PM,Neutral,Ohio Northern,"Auburndale, FL",,,Spring Break,"L,1-3",Box ScoreRecap
"March 16, 2023 (Thursday)",1:30 PM,Neutral,St. Norbert,"Auburndale, FL",,,Spring Break,"W,5-0",Box ScoreRecap
"March 16, 2023 (Thursday)",4:00 PM,Neutral,St. Norbert,"Auburndale, FL",,,Spring Break,"L,3-5",Box ScoreRecap
"March 17, 2023 (Friday)",8:45 AM,Neutral,Stockton University,"Auburndale, FL",,,Spring Break,"L,5-11",Box ScoreRecap
"March 24, 2023 (Friday)",4:00 PM,Home,Illinois College,"Mount Vernon, IA/Ash Park Field",,,,"W,5-2",Box ScoreRecap
"March 24, 2023 (Friday)",6:30 PM,Home,Illinois College,"Mount Vernon, IA/Ash Park Field",,,,"W,11-9",Box ScoreRecap
"March 25, 2023 (Saturday)",2:30 PM,Neutral,Illinois College,"Cedar Rapids, IA/ Prospect Meadows (Cunningham Field)",,,,"L,3-4",Box ScoreRecap
"March 30, 2023 (Thursday)",4:00 PM,Home,Grinnell,"Mount Vernon, IA/Ash Park Field",,,,"L,3-6",Box ScoreRecap
"March 30, 2023 (Thursday)",6:30 PM,Home,Grinnell,"Mount Vernon, IA/Ash Park Field",,,,Suspended,
"April 2, 2023 (Sunday)",12:00 PM,Away,Carroll University,"Waukesha, WI",,,,"W,12-7",Box ScoreRecap
"April 7, 2023 (Friday)",2:00 PM,Neutral,Lawrence,"Green Bay, WI",,,,"L,8-912 inn.",Box ScoreRecap
"April 7, 2023 (Friday)",4:30 PM,Neutral,Lawrence,"Green Bay, WI",,,,"W,6-2",Box ScoreRecap
"April 8, 2023 (Saturday)",1:00 PM,Away,Lawrence,"Appleton, WI",,,,"L,4-8",Box ScoreRecap
"April 11, 2023 (Tuesday)",7:00 PM,Home,Coe,"Mount Vernon, IA/Ash Park Field",,,,"W,9-7",Box ScoreRecap
"April 13, 2023 (Thursday)",1:00 PM,Away,Grinnell,"Grinnell, IA",,,,"W,11-2",Box ScoreRecap
"April 13, 2023 (Thursday)",3:00 PM,Away,Grinnell,"Grinnell, IA",,,,"W,7-3",Box ScoreRecap
"April 15, 2023 (Saturday)",12:00 PM,Away,Knox,"Galesburg, IL",,,,"L,7-9",Box ScoreRecap
"April 15, 2023 (Saturday)",2:30 PM,Away,Knox,"Galesburg, IL",,,,"W,8-2",Box ScoreRecap
"April 17, 2023 (Monday)",4:00 PM,Home,Knox,"Mount Vernon, IA/Ash Park Field",,,,"W,15-58 inn.",Box ScoreRecap
"April 19, 2023 (Wednesday)",4:00 PM,Home,Monmouth,"Mount Vernon, IA/Ash Park Field",,,,"W,12-28 inn.",Box ScoreRecap
"April 19, 2023 (Wednesday)",6:30 PM,Home,Monmouth,"Mount Vernon, IA/Ash Park Field",,,,"L,2-4",Box ScoreRecap
"April 22, 2023 (Saturday)",3:00 PM,Home,Chicago,"Mount Vernon, IA/Ash Park Field",,,,"L,1-10",Box ScoreRecap
"April 23, 2023 (Sunday)",1:00 PM,Home,Chicago,"Mount Vernon, IA/Ash Park Field",,,,"L,2-4",Box ScoreRecap
"April 23, 2023 (Sunday)",3:30 PM,Home,Chicago,"Mount Vernon, IA/Ash Park Field",,,,"W,14-10",Box ScoreRecap
"April 25, 2023 (Tuesday)",3:00 PM,Away,Monmouth,"Monmouth, IL",,,,"L,5-610 inn.",Box ScoreRecap
"April 29, 2023 (Saturday)",12:00 PM,Away,Beloit,"Beloit, WI",,,,"L,2-157 inn.",Box ScoreRecap
"April 29, 2023 (Saturday)",2:30 PM,Away,Beloit,"Beloit, WI",,,,"L,8-10",Box ScoreRecap
"April 30, 2023 (Sunday)",12:00 PM,Home,Beloit,"Mount Vernon, IA/Ash Park Field",,,,"W,8-7",Box ScoreRecap
"May 2, 2023 (Tuesday)",4:00 PM,Home,Central,"Mount Vernon, IA/Ash Park Field",,,,"W,11-4",Box ScoreRecap
"May 2, 2023 (Tuesday)",6:30 PM,Home,Central,"Mount Vernon, IA/Ash Park Field",,,,"L,11-1215 inn.",Box ScoreRecap
"May 6, 2023 (Saturday)",1:00 PM,Home,Ripon,"Mount Vernon, IA/Ash Park Field",,,,"L,0-1",Box ScoreRecap
"May 6, 2023 (Saturday)",3:30 PM,Home,Ripon,"Mount Vernon, IA/Ash Park Field",,,,"L,5-7",Box ScoreRecap
"May 7, 2023 (Sunday)",12:00 PM,Home,Ripon,"Mount Vernon, IA/Ash Park Field",,,,"W,3-1",Box ScoreRecap
