0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Ryerson Fall Classic,10/1/2011,2,86-79=165,+23,t-27th/68
Arizona Dual,3/22/2012,1,85,+13,
Simpson Spring Invitational,3/27/2012,1,86,+15,t-51st/78
Prairie Fire Classic,3/30-31/2012,2,83-86=169,+25,36th/69
IWU Invitational,4/6-7/2012,2,88-80=168,+24,t-85th/120
BVU Spring Invite,4/20-21/2012,2,82-87=169,+25,t-91st/108
Midwest Conference Championships,5/03-05/2012,3,79-81-83=243,+27,17th/54
SEASON TOTALS,SEASON TOTALS,13,1085 Avg. 83.5,+12,-
