0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Arizona Dual,3/22/2012,1,89,+17,
Wartburg Men's Spring Invite,"Apr 13-14, 2012",2,87-90=177,+33,98th/103
SEASON TOTALS,SEASON TOTALS,3,266 Avg. 88.7,+17,-
