0,1,2,3,4,5
Grinnell College,194,381,575,143,6th
Alex Love,46,90,136,28,24th
James Lim,43,94,137,29,25th
John Zbaracki,52,97,149,41,29th
Owen Craven,54,100,154,46,31st
Brody Barton,53,105,158,50,32nd
