Stat,Value,Player/Opponent
Rushes,44,vs Cornell College (11/16/2024)
Yards Rushing,355,vs Illinois Col. (11/02/2024)
TD Rushes,3,vs Cornell College (11/16/2024)
Pass Attempts,40,vs Illinois Col. (11/02/2024)
Pass Completions,25,vs Illinois Col. (11/02/2024)
Yards Passing,334,vs UChicago (11/09/2024)
TD Passes,6,vs Monmouth (IL) (10/12/2024)
