Stat,Value,Player/Opponent
Rushes,53,vs Knox (10/26/2024)
Yards Rushing,227,vs Knox (10/26/2024)
TD Rushes,2,vs Lawrence University (10/5/2024)
Pass Attempts,48,vs Lyon (09/07/2024)
Pass Completions,30,vs Lyon (09/07/2024)
Yards Passing,341,vs Lyon (09/07/2024)
TD Passes,4,vs Lyon (09/07/2024)
