Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Bresnahan, Cara",SR-4,39.84m,"130' 8""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Bresnahan, Cara",SR-4,38.26m,"125' 6""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Bresnahan, Cara",SR-4,38.11m,"125' 0""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Bresnahan, Cara",SR-4,37.76m,"123' 11""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Bresnahan, Cara",SR-4,37.69m,"123' 8""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Bresnahan, Cara",SR-4,37.63m,"123' 5""",NCC Gregory Final Qualifier,"May 15, 2019"
,"Bresnahan, Cara",SR-4,37.39m,"122' 8""",Emory Classic,"Mar 29, 2019"
,"Bresnahan, Cara",SR-4,37.22m,"122' 1""",Cornell College Invitational,"Apr 6, 2019"
,"Bresnahan, Cara",SR-4,36.62m,"120' 2""",2019 Viking Classic,"Apr 26, 2019"
,"Bresnahan, Cara",SR-4,36.26m,"118' 11""",Mustang Open,"Apr 13, 2019"
,"Bresnahan, Cara",SR-4,36.18m,"118' 8""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Bresnahan, Cara",SR-4,36.16m,"118' 8""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Bresnahan, Cara",SR-4,35.97m,"118' 0""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Bresnahan, Cara",SR-4,35.96m,"118' 0""",Emory Classic,"Mar 29, 2019"
,"Bresnahan, Cara",SR-4,35.95m,"117' 11""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Bresnahan, Cara",SR-4,35.83m,"117' 7""",NCC Gregory Final Qualifier,"May 15, 2019"
,"Bresnahan, Cara",SR-4,35.64m,"116' 11""",Emory Classic,"Mar 29, 2019"
,"Bresnahan, Cara",SR-4,35.39m,"116' 1""",Emory Classic,"Mar 29, 2019"
,"Bresnahan, Cara",SR-4,35.35m,"116' 0""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Bresnahan, Cara",SR-4,35.33m,"115' 11""",2019 Dick Young Invite,"Apr 20, 2019"
,"Bresnahan, Cara",SR-4,35.29m,"115' 9""",NCC Gregory Final Qualifier,"May 15, 2019"
,"Bresnahan, Cara",SR-4,35.05m,"115' 0""",Cornell College Invitational,"Apr 6, 2019"
,"Bresnahan, Cara",SR-4,34.95m,"114' 8""",Cornell College Invitational,"Apr 6, 2019"
,"Bresnahan, Cara",SR-4,34.75m,"114' 0""",Mustang Open,"Apr 13, 2019"
,"Bresnahan, Cara",SR-4,34.38m,"112' 9""",Mustang Open,"Apr 13, 2019"
,"Bresnahan, Cara",SR-4,34.28m,"112' 6""",NCC Gregory Final Qualifier,"May 15, 2019"
,"Bresnahan, Cara",SR-4,34.23m,"112' 4""",NCC Gregory Final Qualifier,"May 15, 2019"
,"Bresnahan, Cara",SR-4,34.14m,"112' 0""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Bresnahan, Cara",SR-4,34.10m,"111' 10""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Bresnahan, Cara",SR-4,33.59m,"110' 2""",Mustang Open,"Apr 13, 2019"
,"Bresnahan, Cara",SR-4,33.24m,"109' 1""",Cornell College Invitational,"Apr 6, 2019"
,"Bresnahan, Cara",SR-4,33.04m,"108' 5""",NCC Gregory Final Qualifier,"May 15, 2019"
,"Bresnahan, Cara",SR-4,32.39m,"106' 3""",Emory Classic,"Mar 29, 2019"
,"Bresnahan, Cara",SR-4,32.19m,"105' 7""",Cornell College Invitational,"Apr 6, 2019"
,"Bresnahan, Cara",SR-4,31.20m,"102' 4""",Mustang Open,"Apr 13, 2019"
,"Bresnahan, Cara",SR-4,31.06m,"101' 11""",Cornell College Invitational,"Apr 6, 2019"
,"Bresnahan, Cara",SR-4,30.02m,"98' 6""",Mustang Open,"Apr 13, 2019"
,"Bresnahan, Cara",SR-4,28.78m,"94' 5""",Emory Classic,"Mar 29, 2019"
,"Brew, Anna",SO-2,20.34m,"66' 9""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Brew, Anna",SO-2,19.40m,"63' 8""",Mustang Open,"Apr 13, 2019"
,"Brew, Anna",SO-2,19.03m,"62' 5""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Brew, Anna",SO-2,18.49m,"60' 8""",Cornell College Invitational,"Apr 6, 2019"
,"Brew, Anna",SO-2,16.64m,"54' 7""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Brew, Anna",SO-2,16.42m,"53' 10""",Cornell College Invitational,"Apr 6, 2019"
,"Brew, Anna",SO-2,16.31m,"53' 6""",Cornell College Invitational,"Apr 6, 2019"
,"Brew, Anna",SO-2,15.95m,"52' 4""",2019 Dick Young Invite,"Apr 20, 2019"
,"Brew, Anna",SO-2,15.91m,"52' 2""",Mustang Open,"Apr 13, 2019"
,"Brew, Anna",SO-2,12.97m,"42' 7""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
