Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Lukoseviciute, Agne",SO-2,55.20m,"181' 1""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Lukoseviciute, Agne",SO-2,54.44m,"178' 7""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Lukoseviciute, Agne",SO-2,53.73m,"176' 3""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Lukoseviciute, Agne",SO-2,53.56m,"175' 9""",2019 Dick Young Invite,"Apr 20, 2019"
,"Lukoseviciute, Agne",SO-2,53.12m,"174' 3""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Lukoseviciute, Agne",SO-2,52.40m,"171' 11""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Lukoseviciute, Agne",SO-2,52.39m,"171' 10""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Lukoseviciute, Agne",SO-2,52.36m,"171' 9""",NCAA Division III Outdoor Track & Field Championships,"May 23, 2019"
,"Lukoseviciute, Agne",SO-2,51.05m,"167' 6""",NCAA Division III Outdoor Track & Field Championships,"May 23, 2019"
,"Lukoseviciute, Agne",SO-2,50.65m,"166' 2""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Lukoseviciute, Agne",SO-2,50.34m,"165' 2""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Lukoseviciute, Agne",SO-2,49.77m,"163' 3""",Emory Classic,"Mar 29, 2019"
,"Lukoseviciute, Agne",SO-2,49.54m,"162' 6""",Mustang Open,"Apr 13, 2019"
,"Lukoseviciute, Agne",SO-2,49.24m,"161' 6""",Mustang Open,"Apr 13, 2019"
,"Lukoseviciute, Agne",SO-2,48.69m,"159' 9""",Mustang Open,"Apr 13, 2019"
,"Lukoseviciute, Agne",SO-2,48.42m,"158' 10""",2019 Kip Janvrin Open,"Apr 25, 2019"
,"Lukoseviciute, Agne",SO-2,48.28m,"158' 5""",Emory Classic,"Mar 29, 2019"
,"Lukoseviciute, Agne",SO-2,47.89m,"157' 1""",Emory Classic,"Mar 29, 2019"
,"Lukoseviciute, Agne",SO-2,47.27m,"155' 1""",Cornell College Invitational,"Apr 6, 2019"
,"Lukoseviciute, Agne",SO-2,46.90m,"153' 10""",Emory Classic,"Mar 29, 2019"
,"Lukoseviciute, Agne",SO-2,46.79m,"153' 6""",2019 Kip Janvrin Open,"Apr 25, 2019"
,"Lukoseviciute, Agne",SO-2,46.67m,"153' 1""",Cornell College Invitational,"Apr 6, 2019"
,"Lukoseviciute, Agne",SO-2,46.43m,"152' 4""",Cornell College Invitational,"Apr 6, 2019"
,"Lukoseviciute, Agne",SO-2,46.24m,"151' 8""",Cornell College Invitational,"Apr 6, 2019"
,"Lukoseviciute, Agne",SO-2,46.16m,"151' 5""",2019 Kip Janvrin Open,"Apr 25, 2019"
,"Lukoseviciute, Agne",SO-2,45.18m,"148' 3""",2019 Kip Janvrin Open,"Apr 25, 2019"
,"Lukoseviciute, Agne",SO-2,42.17m,"138' 4""",2019 Kip Janvrin Open,"Apr 25, 2019"
